name,category,website,phone,address,maps_url,source,engine,search_query,scraped_at
RealtorOnline,estate agents,https://realtoronline.pk,+923143334990,"A-4, 1st Floor, Toshi Square, Main University Rd, near Al Mustafa Medical Center, Block 13 C Gulshan-e-Iqbal, Karachi, 75300, Karachi",https://www.businesslist.pk/company/258785/realtoronline,businesslist_pk,scrapy,estate-agents,2026-08-18T16:19:10.707062+00:00
Royal Business Solutions (RBS),estate agents,https://rbsland.com/,"+92 51 5172681, +923331111306","Plot 13, Adjacent D Mall, G.T. Rd, Sector A DHA Phase II Islamabad, Islamabad Capital Territory, Pakistan-44000, Rawalpindi, Punjab",https://www.businesslist.pk/company/252371/royal-business-solutions-rbs,businesslist_pk,scrapy,estate-agents,2026-08-18T16:19:12.743409+00:00
Z.M Enterprises,estate agents,https://www.youtube.com/@z.menterprises3006,"03168595370, +923002106878","DHA Karachi , Karachi, Sindh",https://www.businesslist.pk/company/251414/zm-enterprises,businesslist_pk,scrapy,estate-agents,2026-08-18T16:19:14.524906+00:00
Realty Investments,estate agents,https://realtyinvestments.pk/,+923000732589,"Suite # 4, Ground Floor, Prime Beach View Apartments, Block-4, Clifton, Karachi, Pakistan, Karachi",https://www.businesslist.pk/company/258691/realty-investments,businesslist_pk,scrapy,estate-agents,2026-08-18T16:19:16.460199+00:00
Executive Real Estate Group,estate agents,https://www.fb.me/executivegrouppk,03018626291,"178 Palm Commercial, Royal Palm City, Gujranwala, Gujranwala, Punjab",https://www.businesslist.pk/company/244632/executive-real-estate-group,businesslist_pk,scrapy,estate-agents,2026-08-18T16:19:18.251693+00:00
Faisalabad Car Rental And Tours Service,car rental,https://www.facebook.com/pg/faisalabadcarrental/about/,03044006169,"Millat Chowk Shaikhupura Road Near Habib Metro Bank , Faisalabad, Punjab",https://www.businesslist.pk/company/250367/faisalabad-car-rental-and-tours-service,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:20.232942+00:00
Sher Brothers Rent a car,car rental,https//www.sherbrotherpakistan.com,04235312118,"18-C Nawab Town Raiwind road Lahore, Lahore, Punjab",https://www.businesslist.pk/company/252437/sher-brothers-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:22.216094+00:00
Jadeed Motors,car rental,https://jadeedmotors.com,0335 0911 786,"i-8 Islamabad, Pakistan, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/253583/jadeed-motors,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:24.039886+00:00
Farhan Car Rental Services,car rental,https://farhanrentacar.com/,+92 312 - 2810139,"Pakistan, Karachi",https://www.businesslist.pk/company/258887/farhan-car-rental-services,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:25.133328+00:00
Faisalabad Car Rental And Tours,car rental,https://www.facebook.com/pg/faisalabadcarrental/about/,+923156099281,"Millat Chowk Shaikhupura Road ,Faislabad, Faisalabad, Punjab",https://www.businesslist.pk/company/242390/faisalabad-car-rental-and-tours,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:26.307888+00:00
Madina Rent A Car,car rental,http://madina-rent-a-car.business.site/,03214235986,"Haji Akram Plaza, Gate No.1, Sooter Mills, Main GT Road , Lahore, Punjab",https://www.businesslist.pk/company/247604/madina-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:28.362733+00:00
Irshad Rent a Car Bahawalpur,car rental,https://youtube.com/@irshadrentacar,+923071707019,"Saddar Puli, University Chowk, Bahawalpur Cantt, Bahawalpur, Punjab 63100, Bahawalpur",https://www.businesslist.pk/company/258598/irshad-rent-a-car-bahawalpur,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:30.159992+00:00
Quetta 2D Car Service 03302211115,car rental,https://karachiquetta2dcarservice.com,03367801565,"University Road Karachi , Karachi, Sindh",https://www.businesslist.pk/company/254212/quetta-2d-car-service-03302211115,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:32.029665+00:00
Cars Travel Junction,car rental,http://www.carstraveljunction.com,+923456678510,"Office#02 Jinnah Arcade Street# 37 G-13/2, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/247553/cars-travel-junction,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:33.791424+00:00
Balochistan Rent A Car,car rental,,+923313989100,"Shop No 28, Zaheen Plaza, Main Sariab Road, Quetta, Quetta",https://www.businesslist.pk/company/258443/balochistan-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:35.643317+00:00
Gwadar Rent A Car,car rental,,+923092669837,"Sitellite Town, Main Road Quetta, Balochistan, Quetta, Balochistan",https://www.businesslist.pk/company/258441/gwadar-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:37.891827+00:00
Master Rent A Car,car rental,https://www.masterrentacar.pk,923492049928,"House# 07, Str# 31, Sector-F, Manzoor Colony,  Near# Mehmoodabad, Karachi 75640. , Karachi, Sindh",https://www.businesslist.pk/company/248777/master-rent-a-car,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:40.064444+00:00
LahoreRentACar,car rental,http://lahore-rent-a-car-wapda-town-lhr.business.site,03123221155,"7-GCP Scheem, R1 Johar Town, Lahore, Punjab",https://www.businesslist.pk/company/247980/lahorerentacar,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:41.820345+00:00
Hunza Explorers Treks &amp; Tours,car rental,http://www.hunzaexplorers.com,+92 311 0804658,"Village Ghulkin P.O &amp; Tehsil Gulmit Gojal, upper Hunza, Islamabad, Gilgit-Baltistan",https://www.businesslist.pk/company/241746/hunza-explorers,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:43.807580+00:00
Rent a Car Pakistan,car rental,http://www.rentacarpak.com,051 8772657,"Office 4, CAM Arcade II, Main GT Road Near Gate Phase 7-8, Bahria Town Rawalpindi,, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/249193/rent-a-car-pakistan,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:45.814039+00:00
Makran Rent A Car Service - The Leading Car Rental,car rental,https://makranrentacar.pk/,03162791211,"Sariab Road Quetta 87550, Quetta, Balochistan",https://www.businesslist.pk/company/253584/makran-rent-a-car-service-the-leading-car-rental,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:47.622869+00:00
Pay4Drive,car rental,http://pay4drive.com/,0302-4019477,"120, K-II, Wapda Town Lahore, Pakistan, Lahore, Punjab",https://www.businesslist.pk/company/243527/pay4drive,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:49.525454+00:00
SwariHub,car rental,http://www.swarihub.com/rent-a-car-in-lahore,+92-300-4396570,"452-D Block Tajpura LDA , Lahore, Punjab",https://www.businesslist.pk/company/246224/swarihub,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:51.875973+00:00
RPM Car Rental,car rental,https://rpmcarrental.pk/,03009238948,"Suit # G-14, Allience Apartment, Sector 11 C 1 North Karachi, Karachi., Karachi, Sindh",https://www.businesslist.pk/company/252861/rpm-car-rental,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:53.792202+00:00
Haxn Rent a Car Rawalpindi Islamabad,car rental,http://www.haxnrentacar.com,03111431433,"Office # 1, Marquee Road, Main G-11 Signal, Kashmir Highway, G-12، Islamabad, 44000, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/249417/haxn-rent-a-car-rawalpindi-islamabad,businesslist_pk,scrapy,car-rental,2026-08-18T16:19:55.973322+00:00
Pakistan Auto Workshop,auto repair,https://www.mechanicar.com/pakistan,+923082544269,"J6P5+85V, Gulfishan Town, Sheikhupura, Punjab, Shekhupura",https://www.businesslist.pk/company/258807/pakistan-auto-workshop,businesslist_pk,scrapy,auto-repair,2026-08-18T16:19:57.191851+00:00
Al-meena Marine Engineers,auto repair,,+923009509573,"Plot No 122-C Keamari Township,  Keamari, Karachi, 75620 Pakistan., Karachi",https://www.businesslist.pk/company/258780/al-meena-marine-engineers,businesslist_pk,scrapy,auto-repair,2026-08-18T16:19:59.006382+00:00
Auto Tech  express lube and maintenance,auto repair,http://autotech.pk,"051-5170676,","plot 2, block B, Main PWD road, oposit London bakery , Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/249664/auto-tech-express-lube-and-maintenance,businesslist_pk,scrapy,auto-repair,2026-08-18T16:20:01.024028+00:00
Faw Jhelum Motors,auto repair,,0544-272191-92,"OPPOSITE DEGREE COLLEGE, MAIN G T ROAD JHELUM, Jhelum, Punjab",https://www.businesslist.pk/company/250906/faw-jhelum-motors,businesslist_pk,scrapy,auto-repair,2026-08-18T16:20:03.024792+00:00
Ubaid Autos,auto repair,,+923002103102,"Plot #WS-10,Block-7,Opposit To DILL PASAND,F.B.Area, Karachi, Sindh",https://www.businesslist.pk/company/182442/ubaid-autos,businesslist_pk,scrapy,auto-repair,2026-08-18T16:20:04.757310+00:00
Quality Autos,auto repair,https://qualityautos6.wordpress.com/,+923323105538,"Bewal PLaza G9, Islamabad, Islamabad",https://www.businesslist.pk/company/257595/quality-autos,businesslist_pk,scrapy,auto-repair,2026-08-18T16:20:06.756155+00:00
Autosource Pvt Ltd,auto repair,,+923008451158,"Johar town lahore, Lahore",https://www.businesslist.pk/company/255062/autosource-pvt-ltd,businesslist_pk,scrapy,auto-repair,2026-08-18T16:20:08.459057+00:00
Raja Jalal Auto EFI Electrician &amp; Car AC,auto repair,,+923155782523,"Raja Jalal Auto EFI Electrician, Sarfaraz Market, Abdul Qadeer Khan Road, Khana Pull, Rawalpindi, Rawalpindi, Punjab",https://www.businesslist.pk/company/253594/raja-jalal-auto-efi-electriciancar-ac,businesslist_pk,scrapy,auto-repair,2026-08-18T16:20:10.639340+00:00
Fixdar,auto repair,,03-111-222-819,"Karachi, Pakistan, Karachi, Sindh",https://www.businesslist.pk/company/254467/fixdar,businesslist_pk,scrapy,auto-repair,2026-08-18T16:20:12.889926+00:00
Naseer Autos,auto repair,https://www.naseerautos.biz,+92304 1111337,"D-55-A/1, SITE., Sindh, Karachi, Sindh",https://www.businesslist.pk/company/94336/naseer-autos,businesslist_pk,scrapy,auto-repair,2026-08-18T16:20:13.881845+00:00
