name,category,website,phone,address,maps_url,source,engine,search_query,scraped_at
Beijing Jialin Furniture.co.ltd,furniture manufacturers,,86-010-87583990,"daxing beijing china, CHINA",https://www.businesslist.pk/company/110617/beijing-jialin-furniturecoltd,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:47:34.930137+00:00
Asian Impex,furniture manufacturers,,+92-321-4423705,"johar town, Punjab, Lahore, Punjab",https://www.businesslist.pk/company/110609/asian-impex,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:47:36.991829+00:00
Bazhou Hongfan Furniture Co.Ltd,furniture manufacturers,,86-0316-7418989,"Dataishan,Jianchapu,Bazhou,China, Hebei",https://www.businesslist.pk/company/110616/bazhou-hongfan-furniture-coltd,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:47:39.217353+00:00
Afnan Corporation,furniture manufacturers,,9221-8266878," Near Safora ChowkOff University Road, Sindh, Karachi, Sindh",https://www.businesslist.pk/company/92350/afnan-corporation,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:47:40.974855+00:00
Malik Furniture,furniture manufacturers,,0324-4100084,"Lahore city, Lahore, Punjab",https://www.businesslist.pk/company/251807/malik-furniture,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:47:42.251756+00:00
Chiniot Furnitures,furniture manufacturers,,92466-330964,"Mohallah Garah, Punjab, Chiniot, Punjab",https://www.businesslist.pk/company/110631/chiniot-furnitures,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:47:44.484557+00:00
West Wood Interiors,furniture manufacturers,,+923337933103,"Jublee town, West wood Interiors, Lahore, Punjab",https://www.businesslist.pk/company/251943/west-wood-interiors,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:47:46.627980+00:00
barry&#039;s furniture,furniture manufacturers,,+92-42-5885322,"10-A wahadat road, Punjab, Lahore, Punjab",https://www.businesslist.pk/company/110614/barrys-furniture,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:47:48.459808+00:00
L.k Trader,furniture manufacturers,,"+92 21 2751950,  +92 308 7715911","Siddiq Wahab Rd, Ghanchi Para, Karachi, Sindh",https://www.businesslist.pk/company/110706/lk-trader,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:47:50.711116+00:00
Bentwood Seating System (P) Ltd.,furniture manufacturers,,+91-33-32958555," B.R.B.BASU ROAD, West Bengal",https://www.businesslist.pk/company/110619/bentwood-seating-system-p-ltd,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:47:51.661950+00:00
Dastgir Engineering Co.,furniture manufacturers,,"+92-42-6665140, 6665202","12-A, Lahore Road, Near Jamia Manzoor-ul-Islamia, Opp. Dhobi Ghat, Lahore Cantt, Punjab, Lahore, Punjab",https://www.businesslist.pk/company/85917/dastgir-engineering-co,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:47:53.334516+00:00
A.m Iron Works,furniture manufacturers,,(92 21) 35389756,"Shop #225, Sector-a, Street 3, Akhter Colony, Korangi Road, Karachi",https://www.businesslist.pk/company/239818/am-iron-works,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:47:55.533412+00:00
Baoshilai Furniture Manufactory,furniture manufacturers,,+86-757-23373505,"Guantian Industrial Area,Shunde district, Guangdong",https://www.businesslist.pk/company/110613/baoshilai-furniture-manufactory,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:47:57.346360+00:00
"Chuan FU Hardware Plastic Co.,ltd",furniture manufacturers,,86-0512-57446462,"No66,Garden Road, Kunshan, Jiangsu",https://www.businesslist.pk/company/110634/chuan-fu-hardware-plastic-coltd,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:47:59.539505+00:00
"Cixi plastic electrical appliance co., LTD",furniture manufacturers,http://www.heshungardentools.com/product/garden-sprayer/spray-lances/,9221-4983770,"C-3, Al-Amin Tower NIPA Chowrangi, Sindh, Karachi, Sindh, Pakistan, Karachi, Sindh",https://www.businesslist.pk/company/247108/cixi-plastic-electrical-appliance-co-ltd,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:48:01.029050+00:00
Ilyas Brothers Engineering,food manufacturing,http://www.ibengineering.com,9241-8710875,"Dar-ul-Ihsan Town Samundri Road, Punjab, Faisalabad, Punjab",https://www.businesslist.pk/company/109885/ilyas-brothers-engineering,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:03.032401+00:00
Nestle Pakistan Ltd.,food manufacturing,,"9241-111123333, 9241- 8546096, +92 0800-62282","475-D, Peoples Colony, Punjab, Faisalabad, Punjab",https://www.businesslist.pk/company/109407/nestle-pakistan-ltd,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:04.137399+00:00
W&amp;A Himalaya International,food manufacturing,,+92-311-2879829,"Plot - 26, Green Belt, PECHS Block -6, Karachi, Pakistan. 75460, Karachi, Sindh",https://www.businesslist.pk/company/254533/wa-himalaya-international,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:05.961212+00:00
AMS Flavours,food manufacturing,,+92-21-32628213,"Abdoolally Moosabhoy &amp; Sons CPO Box No. 5211 Azzainab Court, Campbell Street Karachi, Pakistan – 74200, Karachi, Sindh",https://www.businesslist.pk/company/251665/ams-flavours,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:08.039058+00:00
Hatimi Flavors,food manufacturing,,+922135622511,"Plot No. SB-38/1,Shop No.2, Jaffer Terrace, Mir Karam Ali Talpur Road، Saddar Karachi, Karachi City, Sindh 74400, Karachi, Sindh",https://www.businesslist.pk/company/253036/hatimi-flavors,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:09.909894+00:00
Prime Food,food manufacturing,,+ 92-213-2555053,"SS Chamber SITE Area Karachi, Karachi, Sindh",https://www.businesslist.pk/company/250275/prime-food,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:11.855584+00:00
Mehran Flour Mills,food manufacturing,https://mehranflourmills.com,"+92 333 7008387, +92 21 35010740 +92 21 35010491","Plot No.3/17-18, Sector-21 Korangi Industrial Area, Karachi, Sindh",https://www.businesslist.pk/company/187374/mehran-flour-mills,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:12.994145+00:00
Mayfair Spinning Mills Ltd,food manufacturing,,9242-111-666-123," Gulberg III, Punjab, Lahore, Punjab",https://www.businesslist.pk/company/134634/mayfair-spinning-mills-ltd,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:15.242715+00:00
Friends rock salt,food manufacturing,https://friendsrocksalt.com/,+92 333 195 8526,"12-KM Lahore - Sheikhupura - Faisalabad Rd, Jamal Park, Sheikhupura, Lahore, Punjab 54000, Karachi",https://www.businesslist.pk/company/256145/friends-rock-salt,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:16.728937+00:00
Ria Dyes &amp; Chemicals,food manufacturing,,,"Punjab, Ahmadpur East, Pakistan, Ahmadpur East, Punjab",https://www.businesslist.pk/company/244085/ria-dyeschemicals,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:18.272939+00:00
Gum Corp,food manufacturing,,92-21-4310900,"Shara-e-faisal, Karachi",https://www.businesslist.pk/company/209178/gum-corp,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:20.394479+00:00
Habib Rice Products,food manufacturing,http://habibriceproducts.com,+92 853 363963,"Ahmed Habib Boulvard, Administrative Offices &amp; Plant, Hub, Karachi, Balochistan 90250, Karachi",https://www.businesslist.pk/company/257231/habib-rice-products,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:22.272367+00:00
Neo Vatten,food manufacturing,http://www.neovatten.com,,"115 Glass tower , Karachi, Sindh",https://www.businesslist.pk/company/244137/neo-vatten,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:24.465263+00:00
Kausar,food manufacturing,,"92-41-4361627, +92 42 3584 7325","1 Km Jarran Wala Raod, Khurianwala, P.O. Box: 38000, Faisalabad, Punjab",https://www.businesslist.pk/company/211675/kausar,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:25.955612+00:00
Midtrans Group,food manufacturing,,+922132211002,"Hussain Trade Centre, Altaf Hussain Road, New Challi, Karachi, Sindh",https://www.businesslist.pk/company/245701/midtrans-group,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:28.180379+00:00
Goodluck Industries,food manufacturing,http://www.goodluckind.com,+92-21-32354361-64,"VXF7+62V, Mauripur Karachi, Karachi City, Sindh, Karachi",https://www.businesslist.pk/company/257283/goodluck-industries,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:30.377176+00:00
MMS Global,food manufacturing,,+92,"2/A-Z-14 Madina Town, Faisalabad, Pakistan, 38000, Plant: Plot No.61, Phase II, M-3 Industrial city, Faisalabad, Pakistan, Faisalabad",https://www.businesslist.pk/company/257730/mms-global,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:31.889702+00:00
"Peshawar Meat, Dairy Science Park Innovations",food manufacturing,,03005877933,"120-Industrial Estate Hayatabad, Peshawar, Khyber Pakhtunkhwa",https://www.businesslist.pk/company/245417/peshawar-meat-dairy-science-park-innovations,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:33.968449+00:00
Traders Intel,food manufacturing,http://www.tradersintel.com,021-34532602,"Suite 306, Tariq Center, Tariq Road, Karachi, Karachi, Sindh",https://www.businesslist.pk/company/247843/traders-intel,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:35.078177+00:00
JB Packages,food manufacturing,,"0322-2222193, 0323-2222193, 0324-2222193","Al-Madina Industry Area, Near Azeem &amp; Co. (PSO) Pump, Wapda Grid Jhang road Faisalabad. 0322-2222193, 0323-2222193, 0324-2222193, Faisalabad, Punjab",https://www.businesslist.pk/company/248570/jb-packages,businesslist_pk,scrapy,food-manufacturing,2026-08-21T19:48:36.417046+00:00
FAROOQ MURTAZA COTTON MILLS (PVT) LTD.,textile,,,"Mochiwala Road, Gojra ,Toba Tek Singh Punjab Pakistan, Gojra, Punjab",https://www.businesslist.pk/company/133485/farooq-murtaza-cotton-mills-pvt-ltd,businesslist_pk,scrapy,textile,2026-08-21T19:48:38.459292+00:00
Araish,textile,,+92-41-111-272-474,"1088, JAIL ROAD, FAISALABAD, PAKISTAN, Faisalabad, Punjab",https://www.businesslist.pk/company/246682/araish,businesslist_pk,scrapy,textile,2026-08-21T19:48:40.160003+00:00
Allawasaya Textile &amp; Finishing Mills Ltd.,textile,http://www.allawasaya.com,"9261-4511600 / 4513633, +92-61-4233624"," Vehari Road, Punjab, Multan, Punjab",https://www.businesslist.pk/company/132642/allawasaya-textilefinishing-mills-ltd,businesslist_pk,scrapy,textile,2026-08-21T19:48:41.982512+00:00
Rashid Textile Printing Industries (pvt) Ltd.,textile,http://www.rashidtex.com,"(92 41) 8868035, 8868039, +92 41 111 333 387","Sargodha Road Faisalabad, Faisalabad",https://www.businesslist.pk/company/145463/rashid-textile-printing-industries-pvt-ltd,businesslist_pk,scrapy,textile,2026-08-21T19:48:43.233676+00:00
Amtex (Pvt) Ltd.,textile,http://www.amtextile.com,"9241-4361729 / 4361724 / 4361824 / 4361826, +92 41 2428500","1-KM Khurarianwala Jaranwala Road, Punjab, Faisalabad, Punjab",https://www.businesslist.pk/company/132698/amtex-pvt-ltd,businesslist_pk,scrapy,textile,2026-08-21T19:48:44.736574+00:00
Zaman Textile Mills Ltd,textile,https://www.zamantextile.com/,"9221-4128347, 9221-4128347, 9221-4915890, +92-41-4713183","58 W Wharf Rd, West Wharf, Karachi, Sindh",https://www.businesslist.pk/company/136594/zaman-textile-mills-ltd,businesslist_pk,scrapy,textile,2026-08-21T19:48:46.284459+00:00
Euro Centra Company Ltd.,textile,https://www.wuenschegroup.de/en/,"(92 21) 34827340, (92 21) 34827346,  +92 21 34552965"," KDA Scheme #1 KDA Scheme 1, Karachi, Sindh",https://www.businesslist.pk/company/196055/euro-centra-company-ltd,businesslist_pk,scrapy,textile,2026-08-21T19:48:47.977224+00:00
Doaab Textile pvt ltd,textile,,923143001770,"Raja ghulam rasool nagar st # 1, Faisalabad, Punjab",https://www.businesslist.pk/company/119557/doaab-textile-industries-pvt-ltd,businesslist_pk,scrapy,textile,2026-08-21T19:48:49.317856+00:00
Al-abid Silk Mills Ltd.,textile,http://www.alabid.com,9221-2560048 / 2560040 / 2560041 / 2560042,"A-39, Manghopir Road, Sindh, Karachi, Sindh",https://www.businesslist.pk/company/132465/al-abid-silk-mills-ltd,businesslist_pk,scrapy,textile,2026-08-21T19:48:51.017590+00:00
Gold Tex Embroidery,textile,http://www.goldtexembroidery.com,(0092 21) 34561478-9,"Plot #c-13, industrial area, memon goth, district malir, karachi, Karachi, Sindh",https://www.businesslist.pk/company/239381/gold-tex-embroidery,businesslist_pk,scrapy,textile,2026-08-21T19:48:53.092762+00:00
Colony Textile Mills Ltd,textile,http://www.colonygroup.com,"9242-5758970-72, +92 (42) 3575-9231","M. Ismail, Aiwan-I-Science, Ferozepur Road, Punjab, Lahore, Punjab",https://www.businesslist.pk/company/133166/colony-textile-mills-ltd,businesslist_pk,scrapy,textile,2026-08-21T19:48:55.103473+00:00
Al-karim Industries (pvt) Ltd.,textile,http://www.al-karim.com,(92 41) 8787627-29,"Behind General Bus Stand, Faisalabad, Punjab",https://www.businesslist.pk/company/195926/al-karim-industries-pvt-ltd,businesslist_pk,scrapy,textile,2026-08-21T19:48:57.200154+00:00
A.I. Textiles,textile,https://www.facebook.com/aitextile/,"9241-648737, +92 41 8741541, +92 41 8741542","A. I Street، 11-KM Jaranwala Rd, Faisalabad, Punjab",https://www.businesslist.pk/company/132285/ai-textiles,businesslist_pk,scrapy,textile,2026-08-21T19:48:58.595625+00:00
Amin Spinning Mills Ltd.,textile,http://www.asmazad.com,"9242-5755774 / 5757108, +92 42 37565729","31-F, Gulberg II, Punjab, Lahore, Punjab",https://www.businesslist.pk/company/132680/amin-spinning-mills-ltd,businesslist_pk,scrapy,textile,2026-08-21T19:49:00.119013+00:00
Al Razzaq Group,textile,http://www.alrazzaq.com,"92-322-4226969, +92 21 34545703","3rd Floor, Ashrafi Towers, Liberty Market, Lahore, Punjab",https://www.businesslist.pk/company/219235/al-razzaq-group,businesslist_pk,scrapy,textile,2026-08-21T19:49:02.453087+00:00
Cooper Industries Canvas (pvt) Ltd.,textile,http://www.coopercanvas.com,"(92 21) 35061836, 35062771","89/24,Korangi Industrial Area, Karachi",https://www.businesslist.pk/company/184659/cooper-industries-canvas-pvt-ltd,businesslist_pk,scrapy,textile,2026-08-21T19:49:04.372290+00:00
kamal hosiery,textile,https://kamal.com.pk/,"92-41-6627577, +92-414-362-814","Graveyard Road Syalwi Colony St, 8 House, P-232 Gulam-Muhammad-Abad, P.O. Box: 38000, Faisalabad, Punjab",https://www.businesslist.pk/company/211531/kamal-hosiery,businesslist_pk,scrapy,textile,2026-08-21T19:49:06.055960+00:00
Zahra Textile,textile,http://zahratextiles.com/,"9221-5361523, 9221-5361526","414-415, 4th Floor, Clifton, Karachi, Sindh",https://www.businesslist.pk/company/132210/zahra-textile,businesslist_pk,scrapy,textile,2026-08-21T19:49:08.145549+00:00
Aziz Sons,textile,http://www.azizsons.com,"9221-2572674 / 2430850 / 2434784, +92 (021) 32564247"," SITE, Sindh, Karachi, Sindh",https://www.businesslist.pk/company/88494/aziz-sons,businesslist_pk,scrapy,textile,2026-08-21T19:49:10.090066+00:00
Alka (pvt) Ltd,textile,http://www.alkachemicals.com,9241-8728009 / 8722375 / 8725535 / 8546803," Peoples Colony No.1, Punjab, Faisalabad, Punjab",https://www.businesslist.pk/company/99169/alka-pvt-ltd,businesslist_pk,scrapy,textile,2026-08-21T19:49:12.085269+00:00
Multiplierz pvt ltd,estate agents,http://www.thepalm.pk,+923037774593,"service road west, near sohan interchange, islamabad express way, pakistan, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/248957/multiplierz-pvt-ltd,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:14.297033+00:00
BahriaTownRates,estate agents,http://bahriatownrates.com/,00923000933555,"18-B, Midway Commercial, Bahria Town, Karachi., Karachi, Sindh",https://www.businesslist.pk/company/247847/bahriatownrates,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:15.417523+00:00
"Al-Hassan Estate , One of the Best Estate Real Estate in North Nazimabad, DHA karachi",estate agents,https://m.facebook.com/NNMAIRAS/,"03332361434, +92 213-588-6401","Suite No. M-67, Mezzanine Floor, Gulfway Shopping Mall, Block 8, Karachi, Karachi, Sindh",https://www.businesslist.pk/company/169101/al-hassan-estate,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:17.559169+00:00
The Masters Real Estate &amp; Builders,estate agents,https://themrl.com/,+92-304-111-5-675,"Mehmid Heights, 1st floor, 65 Main Boulevard Gulberg, Block H Gulberg 2, Lahore, Lahore, Punjab",https://www.businesslist.pk/company/254580/the-masters-real-estatebuilders,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:19.557672+00:00
Ovaisco Builders Islamabad,estate agents,http://www.ovaisco.com,03235877775,"84-A Ovaisco Center III Main PWD Road Near Telenor Franchise  Islamabad., Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/244531/ovaisco-pvt-ltd,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:21.217425+00:00
Zameenforyou.com,estate agents,http://www.zameenforyou.com,03228440055,"Mulsim Town Lahore, Lahore, Punjab",https://www.businesslist.pk/company/249126/zameenforyoucom,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:22.922930+00:00
Pak-e-property,estate agents,https://www.pakeproperty.com/,051- 8731288,"Office # 21, Crown Plaza Commercial Market, Chandni Chowk, Rawalpindi, Rawalpindi, Punjab",https://www.businesslist.pk/company/246122/pak-e-property,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:24.895503+00:00
Athar Associates,estate agents,http://atharassociates.co,111-111-123,"15-B Sec- C Commercial Area Bahria Town, Lahore, Lahore, Punjab",https://www.businesslist.pk/company/241544/athar-associates,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:26.937869+00:00
UR Property,estate agents,http://www.urproperty.webs.com,03212175458,"28-C, Street 1, Saba Commercial DHA Phase V Ext Karachi, Karachi, Sindh",https://www.businesslist.pk/company/235145/ur-property,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:29.187986+00:00
Property Kingdom,estate agents,http://www.propertykingdom.info,021-35169416,"Office #2, 30th Street, Plot 12C, Tauheed Commercial, Defence Phase 5, Karachi., Karachi, Sindh",https://www.businesslist.pk/company/245707/property-kingdom,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:31.359702+00:00
Al Bilal builders,estate agents,,03004297036,"5-C-1 Main PIA Road Johar Town Lahore, Lahore, Punjab",https://www.businesslist.pk/company/248262/al-bilal-builders,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:32.154743+00:00
Tap Builders,estate agents,https://tapbuilders.pk/,0304 9990093,"K.D.A Scheme 41, Surjani Town Karachi.​, Karachi, Sindh",https://www.businesslist.pk/company/254279/tap-builders,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:34.304155+00:00
Aetmaad,estate agents,https://aetmaad.com/,03349989119,"lahore, pakistan, Lahore, Punjab",https://www.businesslist.pk/company/252472/aetmaad,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:35.607468+00:00
Al-Muqtadir Estate,estate agents,https://almuqtadirestategroup.com,+923259009786,"Valencia Mall, Valencia Housing Society Lahore, Lahore, Punjab",https://www.businesslist.pk/company/253694/al-muqtadir-estate,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:37.306144+00:00
Pakistan Properties,estate agents,http://www.lahoredha.com.pk,04235706531-32,"55 K CCA DHA Phase 1 Lahore, Lahore, Punjab",https://www.businesslist.pk/company/247860/pakistan-properties,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:39.235596+00:00
Arz Reality,estate agents,https://arzrealty.com/,03432790279,"GF Off. No 4 Plaza No 8 Al Farough 2 Sector D Commercial South T, Our team is dedicated to find the best properties that furnish b, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/253750/arz-reality,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:41.399837+00:00
State Life Insurance Corporation of Pakistan,estate agents,https://www.waliahmed.com,"0300-6234742, +92-213-498-3537","Lalamusa, Gujrat, Punjab",https://www.businesslist.pk/company/247618/state-life-insurance-corporation-of-pakistan,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:42.706959+00:00
Menhir Builders &amp; Developers,estate agents,http://www.menhir.com.pk,+92-51-4918449,"UG-150, Defence Residency, DHA Phase 2, Islamabad, Pakistan, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/144088/menhir-buildersdevelopers,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:43.646769+00:00
Alpha Associates,estate agents,https://alphaassociates.com.pk/,03214332323,"LDA City Lahore, Kahna Nau Lahore, Lahore, Punjab",https://www.businesslist.pk/company/253372/alpha-associates,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:45.757793+00:00
The International Investments,estate agents,https://theinternationalinvestments.com/,03365490926,"Headquarter Office no 22 2nd floor Al anayat plaza G11 Markaz Islamabad 44000, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/253111/the-international-investments,businesslist_pk,scrapy,estate-agents,2026-08-21T19:49:47.529570+00:00
"JX Steel Grit Shot Blasting Machine Co., Ltd.",industrial equipment,,03054498604,"Blour palace Glass market Beadon Road near Lakashami Chowk, Lahore, Punjab",https://www.businesslist.pk/company/244224/jx-steel-grit-shot-blasting-machine-co-ltd,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:49:49.279767+00:00
Brothers Industrial Supplies,industrial equipment,http://www.brotherspak.com,92412540541,"71-Mehar Sadiq Market, Rialway Road,, Faisalabad, Punjab",https://www.businesslist.pk/company/197483/brothers-industrial-supplies,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:49:50.816735+00:00
Idrak International,industrial equipment,,+92 324 6497 974,"Pura Heeran, Rang Pura, Sialkot, Sialkot, Punjab",https://www.businesslist.pk/company/245066/idrak-international,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:49:52.901442+00:00
HI Vis Workwear,industrial equipment,,+92 52 3542877,"4-KM PASRUR ROAD NOORA ABAD , Sialkot, Punjab",https://www.businesslist.pk/company/253709/hi-vis-workwear,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:49:54.710039+00:00
Rainbow Paint Industries,industrial equipment,http://www.rainbowpaints.com.pk,"0092-21-36971166, 0092-21-36971167, 0092-21-36971168, 0092-21-36971165, 0092-21-35479895, 0092-21-35479896, 0092-21-35479889, 0092-21-34225569 0092-321-2111328","CI-331, 16-B, North Karachi Industrial Area, North Karachi, PostCode No.75850, Karachi, Sindh",https://www.businesslist.pk/company/165802/rainbow-paint-industries,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:49:56.921488+00:00
Fy industriesPVT LTD,industrial equipment,,03324418712,"SADIQ TRADE CENTER OFFICE 208, GULBURG 2, Gujranwala, Punjab",https://www.businesslist.pk/company/249098/fy-industriespvt-ltd,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:49:58.896033+00:00
Super Autos,industrial equipment,http://www.sapco.pk,021-32727131,"Advani Street, Plaza Square,, Karachi, Sindh",https://www.businesslist.pk/company/242973/super-autos,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:50:00.960235+00:00
Cooltech Engineering Industry,industrial equipment,,+923000027634,"Near Car Chowk Chaklala Scheme 3 , Rawalpindi, Punjab",https://www.businesslist.pk/company/250948/cooltech-engineering-industry,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:50:01.899766+00:00
Winner Perforated Metal Company,industrial equipment,,86-318-5821607,"108 Heping steet, Anping, Hebei, China",https://www.businesslist.pk/company/197629/winner-perforated-metal-company,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:50:04.034547+00:00
H&amp;H LPG Gas Solutions (Hassan Hamza LPG center),industrial equipment,,03325524906,"Al Hafeez Plaza, Range Road, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/245786/hh-lpg-gas-solutions-hassan-hamza-lpg-center,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:50:05.532740+00:00
Emc Systems (Pvt) Ltd.,industrial equipment,,9221-4534161 / 4538153,"12, Amber Castle, 21-A, Shahrah-e-Faisal, Sindh, Karachi, Sindh",https://www.businesslist.pk/company/85940/emc-systems-pvt-ltd,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:50:07.414055+00:00
Attock Refinery Limited,industrial equipment,http://www.arl.com.pk,"(92 51) 5487045, 5487041","The Refinery, Morgah Rawalpindi, Rawalpindi",https://www.businesslist.pk/company/144676/attock-refinery-limited,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:50:09.189394+00:00
Feng yang Global Asia pvt ltd,industrial equipment,,04235782081,"Office No.208, second floor, siddiq trade center , Lahore, Punjab",https://www.businesslist.pk/company/248945/feng-yang-global-asia-pvt-ltd,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:50:10.175479+00:00
Fibre Craft Industries,industrial equipment,,"0092 - 042 - 36544840,36544813, 36545346 - 7","Canal Bank, Hanif Park, Harbanspura, Lahore, Punjab",https://www.businesslist.pk/company/248289/fibre-craft-industries,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:50:11.927603+00:00
National Paint Industry,industrial equipment,http://no1nationalntowerpaints.com/,"(92 42) 37417587,  +92 42 37594678","156 Ferozepur Road, opp. Latif Centre, Ichhra Lahore, Lahore, Punjab",https://www.businesslist.pk/company/165731/national-paint-industry,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:50:13.550686+00:00
Forklift Parts Pakistan,industrial equipment,,+92-111-483-483,"The Forum, Suite 214-215, 2nd Floor, G20 Block 9, Khayaban-e-Jami,   Clifton,  Karachi, Pakistan., Karachi, Sindh",https://www.businesslist.pk/company/250618/forklift-parts-pakistan,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:50:15.378203+00:00
FY Industries Pvt Ltd.,industrial equipment,,(042)35782081 - 085   Ext(809),"Office # 208,2nd floor sadique trade center lahore,pakistan, Lahore, Punjab",https://www.businesslist.pk/company/248924/fy-industries-pvt-ltd,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:50:17.304605+00:00
Henan Shenghua Crane,industrial equipment,,8615736960016,"Crane industrial park, 66, Abbottabad, Azad Jammu Kashmir",https://www.businesslist.pk/company/246025/henan-shenghua-crane,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:50:19.427032+00:00
Pak Steel Engineering,industrial equipment,,,"Plot # 677 St.# 4 Block D Shershah S.I.T.E Karachi, Karachi, Sindh",https://www.businesslist.pk/company/240442/pak-steel-engineering,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:50:20.418894+00:00
Qaiser Mukhtar &amp; Brothers,industrial equipment,https://www.facebook.com/qmbpk,+92 42 37652098,"46 Nishter Rd, Naulakha, Lahore, Punjab",https://www.businesslist.pk/company/86134/qaiser-mukhtarbrothers,businesslist_pk,scrapy,industrial-equipment,2026-08-21T19:50:22.715002+00:00
Molty Home,furniture manufacturers,,+92 42 111 666 555,"82 c 1 gulberg III , Lahore, Punjab",https://www.businesslist.pk/company/254380/molty-home,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:50:24.309819+00:00
Afzal Enterprises,furniture manufacturers,,03174892190,"jati umra road near shrif medical complex lahore pakistan, Lahore, Punjab",https://www.businesslist.pk/company/253990/afzal-enterprises,businesslist_pk,scrapy,furniture-manufacturers,2026-08-21T19:50:26.020655+00:00
