name,category,website,phone,address,maps_url,source,engine,search_query,scraped_at
Ismail Estate,estate agents,http://ismailestate.blogspot.com/,92 03028118161,"Shop no :1 Plot # C4, Shop # 3, Zeenatabad Scheme -33, Karachi, Karachi, Sindh",https://www.businesslist.pk/company/243962/ismail-estate,businesslist_pk,scrapy,estate-agents,2026-08-29T02:29:20.280591+00:00
Arcon Associates,estate agents,http://www.arcon.pk,+92-42- 37169006,"Office No 1, First Floor Nehal Plaza KBHS Society New Airport Road Lahore Cantt., Lahore, Punjab",https://www.businesslist.pk/company/242841/arcon-associates,businesslist_pk,scrapy,estate-agents,2026-08-29T02:29:21.802202+00:00
Jaidaadonline.com,estate agents,https://www.jaidaadonline.com,+923333223911,"Plot # SC-1, Suit # 12, Mohammadi Building Block A North Nazimabad, Karachi",https://www.businesslist.pk/company/258312/jaidaadonlinecom,businesslist_pk,scrapy,estate-agents,2026-08-29T02:29:23.435985+00:00
Wadaan Enterprises,estate agents,,0213-5843526,"Plot 29 C Lane 6 Ittehad Commercial DHA Karachi, Karachi, Sindh",https://www.businesslist.pk/company/242599/wadaan-enterprises,businesslist_pk,scrapy,estate-agents,2026-08-29T02:29:24.467329+00:00
Realty Investments,estate agents,https://realtyinvestments.pk/,+923000732589,"Suite # 4, Ground Floor, Prime Beach View Apartments, Block-4, Clifton, Karachi, Pakistan, Karachi",https://www.businesslist.pk/company/258691/realty-investments,businesslist_pk,scrapy,estate-agents,2026-08-29T02:29:26.779139+00:00
Royal Business Solutions (RBS),estate agents,https://rbsland.com/,"+92 51 5172681, +923331111306","Plot 13, Adjacent D Mall, G.T. Rd, Sector A DHA Phase II Islamabad, Islamabad Capital Territory, Pakistan-44000, Rawalpindi, Punjab",https://www.businesslist.pk/company/252371/royal-business-solutions-rbs,businesslist_pk,scrapy,estate-agents,2026-08-29T02:29:28.691132+00:00
Service Square | Handyman Services,renovation,https://servicesquare.com.pk/,051-2350555,"Office # 7, 2nd Floor, Sharjah Plaza,, G-10, Markaz, Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/250662/service-squarehandyman-services,businesslist_pk,scrapy,renovation,2026-08-29T02:30:06.475754+00:00
Chai,property consultants,https://web.facebook.com/ChaiConsulting,03104534643,"32-D Commercial, DHA EME Sector, Multan Road, Lahore, Punjab",https://www.businesslist.pk/company/244784/chai,businesslist_pk,scrapy,property-consultants,2026-08-29T02:30:08.368026+00:00
Jydad,commercial property,http://www.jydad.com/,+92 4235955556,"226-A, Iqbal Avenue Phase 1, Lahore, Pakistan, Lahore, Punjab",https://www.businesslist.pk/company/247525/jydad,businesslist_pk,scrapy,commercial-property,2026-08-29T02:30:10.090070+00:00
Jamshaid Khan Architects &amp; Associates (JKAA),interior design,https://www.jamshaidkhan.com/,+9203360005600,"6 Plaza, Road-10, Central Avenue, Northern Block, Commercial Trade Centre Capital Enclave, Approach Road، Off Islamabad Expressway, , Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/250829/jamshaid-khan-architectsassociates-jkaa,businesslist_pk,scrapy,interior-design,2026-08-29T02:30:12.520731+00:00
D-Land Surveyors &amp; Services,renovation,https://www.linkedin.com/company/d-land-surveyors-services/,+923343585080,"Office # S-42, Mateen Galaxy, Main Rashid Minhas Road, Block 10A, Gulshan e Iqbal, Karachi, Pakistan, Karachi",https://www.businesslist.pk/company/255191/d-land-surveyorsservices,businesslist_pk,scrapy,renovation,2026-08-29T02:30:14.361471+00:00
Pee Dee &amp; Associates,renovation,,+92 21 35838038,"D-93/1,Block-4,Scheme No.5 Kehkashan,Clifton, Karachi., Karachi, Sindh",https://www.businesslist.pk/company/247614/pee-deeassociates,businesslist_pk,scrapy,renovation,2026-08-29T02:30:16.403200+00:00
Alpha Enterprises,renovation,,+923009251366,"Office # 14 &amp; 15 , G/F Noor Estate Building Nursery Karachi, Karachi, Sindh",https://www.businesslist.pk/company/235147/links-contractors,businesslist_pk,scrapy,renovation,2026-08-29T02:30:18.282571+00:00
ME Architects,renovation,https://www.mearchitects.org,02135846562,"Aziz Tower, Building #44-C, Lane #4, 3rd Floor, Office #301, Small Shahbaz Commercial, DHA, Phase 6, Karachi, Sindh",https://www.businesslist.pk/company/247759/me-architects,businesslist_pk,scrapy,renovation,2026-08-29T02:30:20.414813+00:00
Clay Floor Tiles,renovation,http://www.clayfloortiles.com,+924237009612,"284-C New Shah Jamal Town, Walton Road, Lahore, Punjab",https://www.businesslist.pk/company/235217/clay-floor-tiles,businesslist_pk,scrapy,renovation,2026-08-29T02:30:22.625255+00:00
Pak Tools,renovation,,0336 8844402,"Ashraf Arcade, main Allahabad road,Westridge 3, Rawalpindi, Rawalpindi, Islamabad Capital Territory",https://www.businesslist.pk/company/248281/pak-tools,businesslist_pk,scrapy,renovation,2026-08-29T02:30:23.596231+00:00
The Floor Planet,renovation,,03027557650,"Inner Circular Road, Lahore, Punjab",https://www.businesslist.pk/company/245548/the-floor-planet,businesslist_pk,scrapy,renovation,2026-08-29T02:30:25.332489+00:00
M/s EQAN Interior &amp; Securities,renovation,https://www.facebook.com/EQAN-Interiors-Securities-216957308773471/,0514320258,"Suite # 14, 2nd Floor, Select Center, F-11 Markaz., Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/245268/ms-eqan-interiorsecurities,businesslist_pk,scrapy,renovation,2026-08-29T02:30:27.534365+00:00
Mateen International,renovation,,+923364049090,"B # 20,Sector S-II, Gulshan-e-Maymar, Karachi, Sindh",https://www.businesslist.pk/company/248181/mateen-international,businesslist_pk,scrapy,renovation,2026-08-29T02:30:29.892089+00:00
Living Standards Construction &amp; Renovation Company,renovation,,03329459469,"Blue Area Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/250686/living-standards-constructionrenovation-company,businesslist_pk,scrapy,renovation,2026-08-29T02:30:31.506473+00:00
The Best Engineers &amp; Contractor,renovation,http://www.facebook.com/thebestengineersandcontractor,03360993211,"Muslim Town, Rawalpindi, Islamabad Capital Territory",https://www.businesslist.pk/company/241737/the-best-engineerscontractor,businesslist_pk,scrapy,renovation,2026-08-29T02:30:33.699461+00:00
Pakistan Steel Builder Multan,renovation,,03030-817916,"M.A.JINNAH ROAD SHORKOOT BASTI GULRAIZ TOWN MULTAN, Multan, Punjab",https://www.businesslist.pk/company/245493/pakistan-steel-builder-multan,businesslist_pk,scrapy,renovation,2026-08-29T02:30:35.282619+00:00
Bismillah Property (Real Estate Advisor),renovation,,+923008248977,"Street 07, Gulshan-e-Iqbal, Block 13D1, Karachi, Sindh",https://www.businesslist.pk/company/246214/bismillah-property-real-estate-advisor,businesslist_pk,scrapy,renovation,2026-08-29T02:30:37.174972+00:00
Ajm Real Estate Karachi,renovation,,+92134837105,"Mateen shopping Galaxy,, 4th Floor, f-01, rashid minhas road karachi, Karachi, Sindh",https://www.businesslist.pk/company/248119/ajm-real-estate-karachi,businesslist_pk,scrapy,renovation,2026-08-29T02:30:39.205125+00:00
SA Contracting,renovation,,03219473191,"94, Ibrahim Block, Al Hafeez Garden, Lahore, Lahore, Punjab",https://www.businesslist.pk/company/247268/sa-contracting,businesslist_pk,scrapy,renovation,2026-08-29T02:30:40.961908+00:00
KM Architects &amp; Interiors,renovation,,03224250428,"Valencia town, Lahore, Punjab",https://www.businesslist.pk/company/246036/km-architectsinteriors,businesslist_pk,scrapy,renovation,2026-08-29T02:30:42.530404+00:00
Sim Construction &amp; Machines Traders,renovation,http://www.facebook.com/simconstructions,03213165848,"31 street saba commercial phase v Dha Karachi, Karachi, Sindh",https://www.businesslist.pk/company/243735/sim-constructionmachines-traders,businesslist_pk,scrapy,renovation,2026-08-29T02:30:44.392072+00:00
Hafi Pest Control Services,interior design,https://hafiservices.com/,0333-3099401,"70-71, 3rd Floor, Habib Chamber, Main University Road, Block-14, Gulshan-e-Iqbal, Karachi-Pakistan., Karachi, Sindh",https://www.businesslist.pk/company/237494/hafi-general-services,businesslist_pk,scrapy,interior-design,2026-08-29T02:30:46.572239+00:00
Green Arch,interior design,http://www.green-arch.weebly.com,092-42-35692609,"F/6 COMMERCIAL AREA, WEST CANAL BANK TECH SOCIETY,  LAHORE, Lahore, Punjab",https://www.businesslist.pk/company/240575/green-arch,businesslist_pk,scrapy,interior-design,2026-08-29T02:30:48.433205+00:00
DesignPRO,interior design,http://www.fb.com/designpro3ds,03012167089,"DHA, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/247392/designpro,businesslist_pk,scrapy,interior-design,2026-08-29T02:30:50.497336+00:00
Schematics Architecture,interior design,http://www.schematics.com.pk,(92 21) 34394899,"86 B, MACHS, Karachi, Sindh",https://www.businesslist.pk/company/182060/schematics-architecture,businesslist_pk,scrapy,interior-design,2026-08-29T02:30:52.662656+00:00
Impel Studios | Architectural Services,interior design,http://www.impel-studios.com,+92 322 2733629,"Al- Amna Plaza, M.A Jinnah Road, Karachi, Karachi, Sindh",https://www.businesslist.pk/company/248220/impel-studiosarchitectural-services,businesslist_pk,scrapy,interior-design,2026-08-29T02:30:54.781009+00:00
AenZay Interiors &amp; Architects,interior design,http://www.aenzay.com,+92-42-35771740,"Suite # 403, 4th Floor, Al-Hafeez Shopping Mall,, 321 Main Boulevard Gulberg, Lahore, Lahore, Punjab",https://www.businesslist.pk/company/241291/aenzay-interiorsarchitects,businesslist_pk,scrapy,interior-design,2026-08-29T02:30:56.478706+00:00
Ideal Home,interior design,http://www.idealhome.com.pk,0515400395,"Plaza No. 14, Land Lord Arcade, Mini Ext- II, Phase-7, Bahria Town, Rawalpindi, Punjab",https://www.businesslist.pk/company/244639/ideal-home,businesslist_pk,scrapy,interior-design,2026-08-29T02:30:58.618075+00:00
Ideal Home,interior design,http://www.idealhome.com.pk,0515400395,"Plaza No. 14, Land Lord Arcade, Mini Ext- II, Phase-7, Bahria Town, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/244883/ideal-home,businesslist_pk,scrapy,interior-design,2026-08-29T02:31:00.581542+00:00
Sleek Designs Private Limited,interior design,http://www.sleekdesigns.com.pk,0512615745,"Office # 2, second floor,Ahmed plaza, Near taramri Chowk Lahtarar Road Islamabad , Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/249135/sleek-designs-private-limited,businesslist_pk,scrapy,interior-design,2026-08-29T02:31:02.685961+00:00
Sheher Saaz Pvt Ltd,interior design,http://www.shehersaaz.com,0518442244,"Unit 1, First Floor, Street 34, I&amp;T centre G10/1, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/245219/sheher-saaz-pvt-ltd,businesslist_pk,scrapy,interior-design,2026-08-29T02:31:04.464743+00:00
Shahab Homes,interior design,,,"model town A, Faisalabad, Punjab",https://www.businesslist.pk/company/241832/shahab-homes,businesslist_pk,scrapy,interior-design,2026-08-29T02:31:06.393535+00:00
Century Properties,commercial property,http://www.century.pk,+92 042 36299320,"Office #4, 2nd Floor, Queens Centre, 33 Queens Road, Lahore, Lahore, Punjab",https://www.businesslist.pk/company/247876/century-properties,businesslist_pk,scrapy,commercial-property,2026-08-29T02:31:08.092410+00:00
Grand Square Mall,commercial property,https://www.grandsquaremall.com,+92 42 111-011-022,"Block E3 Block E 3 Gulberg III, Lahore, Punjab, Lahore, Punjab",https://www.businesslist.pk/company/248117/grand-square-mall,businesslist_pk,scrapy,commercial-property,2026-08-29T02:31:09.943222+00:00
Emperor Marketing,commercial property,https://emperormarketing.com.pk/,(051) 2120908,"Office # 3, 1st Floor Muzaffar Chamber, Fazal-e-Haq Rd, Blue Area Islamabad, Pakistan, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/253969/emperor-marketing,businesslist_pk,scrapy,commercial-property,2026-08-29T02:31:11.943835+00:00
Jydad.com,commercial property,http://www.jydad.com/,+92 4235291128,"243 G-1, Johar Town, Lahore, Punjab",https://www.businesslist.pk/company/246434/jydad,businesslist_pk,scrapy,commercial-property,2026-08-29T02:31:14.212259+00:00
Lexis Estate,commercial property,https://lexisestate.com/,+923000848848,"Defence Raya Golf Resort Sector M DHA Phase 6, Lahore, Pakistan, Lahore",https://www.businesslist.pk/company/258007/lexis-estate,businesslist_pk,scrapy,commercial-property,2026-08-29T02:31:16.423449+00:00
ZAEstate - Real Estate Agency,commercial property,http://zaestate.com/,03331215601,"3 Canal Park Sikandar Malhi Road, Gulberg 2, Lahore, Punjab",https://www.businesslist.pk/company/241385/zaestate-real-estate-agency,businesslist_pk,scrapy,commercial-property,2026-08-29T02:31:18.170630+00:00
Khatri Estate,commercial property,https://www.khatriestate.com,+92 321 9240122,"Tariq Road P.E.C.H.S Block 2 Office No 8-A, Plot No 934-C &amp; 935-C, Karachi, Karachi, Sindh",https://www.businesslist.pk/company/253488/khatri-estate,businesslist_pk,scrapy,commercial-property,2026-08-29T02:31:20.213655+00:00
ASCO Properties (Private) Limited,commercial property,http://www.ascoproperties.com,+92512120202,"8-B, Gulistan Khan House, Block F, Near Tehzeeb Bakers, AK Fazal-ul-Haq Road, Blue Area Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/252871/asco-properties-private-limited,businesslist_pk,scrapy,commercial-property,2026-08-29T02:31:22.570067+00:00
Makeen .pk,property consultants,https://www.makeen.pk,+92-42-35820605-6,"E-379 Qainchi Amarsidhu, Ferozepur Rd, Lahore, Lahore, Punjab",https://www.businesslist.pk/company/248908/makeen-pk,businesslist_pk,scrapy,property-consultants,2026-08-29T02:31:24.565302+00:00
Mohsin Associates,property consultants,http://www.mohsinassociates.pk,021-34617757,"G 45 Hunaid City Block 17 Gulistan e Jauhar Karachi,, Karachi, Sindh",https://www.businesslist.pk/company/247930/mohsin-associates,businesslist_pk,scrapy,property-consultants,2026-08-29T02:31:26.426208+00:00
BahriaTownRates,property consultants,http://bahriatownrates.com/,00923000933555,"18-B, Midway Commercial, Bahria Town, Karachi., Karachi, Sindh",https://www.businesslist.pk/company/247847/bahriatownrates,businesslist_pk,scrapy,property-consultants,2026-08-29T02:31:27.941715+00:00
Modern Home Renovation And Remodeling ( Interior/ Exterior Complete Civil Work Services),renovation,,0512505302,"F10 Markaz, Islamabad, Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/242699/general-maintenance-renovation-services-homes-and-offices,businesslist_pk,scrapy,renovation,2026-08-29T02:31:30.207523+00:00
Roof Seals water Proofing Company,renovation,http://www.roofseals.com,03315033530,"Ittehad Center, Blue Area, Islamabad., Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/244306/roof-seals-water-proofing-company,businesslist_pk,scrapy,renovation,2026-08-29T02:31:32.018385+00:00
FA Group,renovation,http://www.doqadam.com,03343206141,"97/1, 3rd Commercial Street, Phase 4, DHA, Karachi, Karachi, Sindh",https://www.businesslist.pk/company/247735/fa-group,businesslist_pk,scrapy,renovation,2026-08-29T02:31:34.100107+00:00
TKS Construction,renovation,https://www.facebook.com/homebuildersabbottabad/,03350980844,"office # 37 , phase 1, Jadoon plaza, Mandian, Abbottabad, Khyber Pakhtunkhwa",https://www.businesslist.pk/company/248136/tks-construction,businesslist_pk,scrapy,renovation,2026-08-29T02:31:35.683067+00:00
Kamwalay,renovation,http://www.kamwalay.com/,+92 42 35227135,"Lahore, pakistan, Lahore, Punjab",https://www.businesslist.pk/company/251246/kamwalay,businesslist_pk,scrapy,renovation,2026-08-29T02:31:37.310841+00:00
Winds International,renovation,https://www.windsinternational.com,"+924235690913,14,15,16","2nd floor 161-H block commercial area phase 1 DHA lahore, Lahore, Punjab",https://www.businesslist.pk/company/242501/winds-international,businesslist_pk,scrapy,renovation,2026-08-29T02:31:39.003655+00:00
N.a. Mukhtar &amp; Co.,renovation,http://namukhtarco.wordpress.com,+92-42-36621175-76,"Plot # E-100/A-3-4, Shalimar Market, Main Boulevard D.H.A.,, Lahore, Punjab",https://www.businesslist.pk/company/239868/na-mukhtarco,businesslist_pk,scrapy,renovation,2026-08-29T02:31:41.102164+00:00
Woody Interior,renovation,http://woodyinterior.com/,042-36621208,"Shop # 7, Cuckoo Market, Walton Road Defence Chowk, New Super Town, Lahore, Punjab, Lahore, Punjab",https://www.businesslist.pk/company/250574/woody-interior,businesslist_pk,scrapy,renovation,2026-08-29T02:31:42.959961+00:00
ZnH interiors,renovation,http://www.znhinteriors.com,03332828988,"1st Floor, 2-M, Block-6, p.e.c.h.s Karachi., Karachi, Sindh",https://www.businesslist.pk/company/241604/znh-interiors,businesslist_pk,scrapy,renovation,2026-08-29T02:31:45.155789+00:00
AEC Interiors,interior design,https://aecinteriors.com.pk,+923453383788,"Office# 1010, 10th Floor, Park Avenue, Main Sharah-e-Faisal, Karachi, Sindh",https://www.businesslist.pk/company/197494/aec-interiors,businesslist_pk,scrapy,interior-design,2026-08-29T02:31:47.313876+00:00
Leo Architects,interior design,http://www.facebook.com/leoarchitects,03234121831,"35-Z, Phase 3, DHA, Lahore, Pakistan-54000, Lahore, Punjab",https://www.businesslist.pk/company/244190/leo-architects,businesslist_pk,scrapy,interior-design,2026-08-29T02:31:49.443580+00:00
Studio3 multan,interior design,http://www.studio3.pk,0616222526,"Rehman Plaza near Superior College Bosan Road, Multan, Punjab",https://www.businesslist.pk/company/245022/studio3-multan,businesslist_pk,scrapy,interior-design,2026-08-29T02:31:51.329146+00:00
Focus Interiors (Pvt) Ltd,interior design,http://www.focusinteriors.com.pk,042-35761755-56,"26-B, Zahoor Elahi Road, Gulberg II, Lahore, Punjab",https://www.businesslist.pk/company/245316/focus-interiors-pvt-ltd,businesslist_pk,scrapy,interior-design,2026-08-29T02:31:53.451003+00:00
Shape Shack Interiors,interior design,http://www.facebook.com/shapeshackinteriors,03333017050,"Suite# A-106, Block &#039;E&#039;, North Nazimabad, Karachi, Karachi, Sindh",https://www.businesslist.pk/company/249966/shape-shack-interiors,businesslist_pk,scrapy,interior-design,2026-08-29T02:31:55.519562+00:00
Aghaz Interiors,interior design,http://www.aghazinteriors.com,+923325201037,"Office 303 Incubator 1ne Comsats Chakshezad Islamabad , Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/245338/aghaz-interiors,businesslist_pk,scrapy,interior-design,2026-08-29T02:31:57.598633+00:00
Grand Square Mall,commercial property,http://www.grandsquaremall.com,+92 42 111-011-022,"8 – E/3, Main Boulevard, Gulberg III, Lahore, Pakistan., Lahore, Punjab",https://www.businesslist.pk/company/248585/grand-square-mall,businesslist_pk,scrapy,commercial-property,2026-08-29T02:31:59.174450+00:00
Fatani Estate,commercial property,,03111328264,"54-c lane 2, D.H.A. Phase 8 Zulfiqar &amp; Al Murtaza Commercial Area Phase 8 Defence Housing Authority, Karachi, Karachi City, Sindh 75500, Karachi, Sindh",https://www.businesslist.pk/company/230455/fatani-estate,businesslist_pk,scrapy,commercial-property,2026-08-29T02:32:01.432774+00:00
Al Bilal builders,commercial property,,03004297036,"5-C-1 Main PIA Road Johar Town Lahore, Lahore, Punjab",https://www.businesslist.pk/company/248262/al-bilal-builders,businesslist_pk,scrapy,commercial-property,2026-08-29T02:32:02.382971+00:00
Jageerdar,commercial property,https://jageerdar.com/,+923355335312,"Chaklala Scheme 3 Rawalpindi Cantt Rawalpindi Punjab province Pakistan 46000, Rawalpindi, Punjab",https://www.businesslist.pk/company/246797/jageerdar,businesslist_pk,scrapy,commercial-property,2026-08-29T02:32:04.464744+00:00
Athar Associates,commercial property,http://atharassociates.co,111-111-123,"15-B Sec- C Commercial Area Bahria Town, Lahore, Lahore, Punjab",https://www.businesslist.pk/company/241544/athar-associates,businesslist_pk,scrapy,commercial-property,2026-08-29T02:32:06.597331+00:00
UR Property,commercial property,http://www.urproperty.webs.com,03212175458,"28-C, Street 1, Saba Commercial DHA Phase V Ext Karachi, Karachi, Sindh",https://www.businesslist.pk/company/235145/ur-property,businesslist_pk,scrapy,commercial-property,2026-08-29T02:32:08.290347+00:00
Billoxus International(Pvt)Ltd,property consultants,http://www.billoxus.com,+92-51-4852 830,"Off # 23, 2nd Floor Satellite Plaza, Rawalpindi, Punjab",https://www.businesslist.pk/company/246285/billoxus-internationalpvtltd,businesslist_pk,scrapy,property-consultants,2026-08-29T02:32:09.599518+00:00
Frontline,property consultants,https://www.frontline.com.pk/,+92 213-4825826,"B-11, Block-15, Al-Raee Avenue Near Mumtaz Manzil, Gulshan-e-Iqbal, Karachi, Karachi, Sindh",https://www.businesslist.pk/company/251218/frontline,businesslist_pk,scrapy,property-consultants,2026-08-29T02:32:11.768690+00:00
The Group of Tabanis Pvt Ltd,property consultants,http://www.thegroupoftabanis.com,02135290953,"OFFICE # 203, 2ND FLOOR , PLOT # BC/10 BLOCK 4 CLIFTON KARACHI, Karachi, Sindh",https://www.businesslist.pk/company/245425/the-group-of-tabanis-pvt-ltd,businesslist_pk,scrapy,property-consultants,2026-08-29T02:32:13.863424+00:00
TPL Corp,insurance companies,https://tplcorp.com/,+922137130227,"Tower 75, 4th Floor, L Block, Gulberg III, Kalma Chowk, Main Lahore – Kasur Rd, Block E 2 Gulberg III, Lahore, Punjab, Karachi",https://www.businesslist.pk/company/256897/tpl-corp,businesslist_pk,scrapy,insurance-companies,2026-08-29T02:32:15.666712+00:00
Efu General Insurance,insurance companies,,"92212201567, + 9221 323 13471 - 90","Efu House, Karachi, Karachi, Sindh",https://www.businesslist.pk/company/168586/efu-general-insurance,businesslist_pk,scrapy,insurance-companies,2026-08-29T02:32:17.091610+00:00
Safco Support Foundation,insurance companies,https://safcosupport.org,+92 -22-2102130,"House No. C 415/416, behind Byco Petrol Pump, Hyderabad, Hyderabad",https://www.businesslist.pk/company/256857/safco-support-foundation,businesslist_pk,scrapy,insurance-companies,2026-08-29T02:32:18.561447+00:00
Al-falah Insurance Co. Ltd.,insurance companies,http://www.alfalahinsurance.com,"(92 42) 35774313, 35774316, UAN : (92 42) 111-786-234, +92 42 111-234-222","5,Saint Marry,Main Boulevard,Gulberg, Lahore",https://www.businesslist.pk/company/190083/al-falah-insurance-co-ltd,businesslist_pk,scrapy,insurance-companies,2026-08-29T02:32:20.304094+00:00
Askari General Insurance Co. Ltd.,insurance companies,,"9255-3266324, +92 51 9272425-7","1st Floor, G.T. Road, Punjab, Gujranwala, Punjab",https://www.businesslist.pk/company/121414/askari-general-insurance-co-ltd,businesslist_pk,scrapy,insurance-companies,2026-08-29T02:32:22.753709+00:00
Pakistan Reinsurance Company Ltd.,insurance companies,http://www.pakre.com.pk,"9221-9202915 / 9202908 / 9202909 / 9202910, +92-21- 99202908-14","PIC Towers, Lalazar Drive Off M.T. Khan Road P.O.Box No.4777, Sindh, Karachi, Sindh",https://www.businesslist.pk/company/121499/pakistan-reinsurance-company-ltd,businesslist_pk,scrapy,insurance-companies,2026-08-29T02:32:24.267433+00:00
InXureHub,insurance companies,,+923366999991,"F7, 1st Floor, Zam Zam Tower, 29E Main Market Rd, Main Market, Lahore",https://www.businesslist.pk/company/257854/inxurehub,businesslist_pk,scrapy,insurance-companies,2026-08-29T02:32:26.262238+00:00
InXureHub,insurance companies,,+923366999991,"F7, 1st Floor, Zam Zam Tower, 29E Main Market Rd, Main Market, Lahore",https://www.businesslist.pk/company/257855/inxurehub,businesslist_pk,scrapy,insurance-companies,2026-08-29T02:32:28.304599+00:00
Fidelity Insurance brokers,insurance companies,,+92 21 3514 7565 70,"Sindh, Karachi",https://www.businesslist.pk/company/256640/fidelity-insurance-brokers,businesslist_pk,scrapy,insurance-companies,2026-08-29T02:32:30.664936+00:00
IGI Life Insurance,insurance companies,,(+92) 21-35360040,"Sindh, Karachi",https://www.businesslist.pk/company/257202/igi-life-insurance,businesslist_pk,scrapy,insurance-companies,2026-08-29T02:32:32.128521+00:00
New Jubilee Life,insurance companies,,"+92 41 85 00 558, +92 (21) 111-111-554"," KARACHI, Punjab, Faisalabad, Punjab",https://www.businesslist.pk/company/121366/new-jubilee-life,businesslist_pk,scrapy,insurance-companies,2026-08-29T02:32:34.015421+00:00
Jubilee General Insurance Co. Ltd.,insurance companies,,"(92 51) 2270365, 2270367, UAN : (92 51) 111-654-111, +92-21324-160-2226","26-D,1st Floor,Kashmir Plaza,Jinnah Avenue,Blue Area, Islamabad, Karachi",https://www.businesslist.pk/company/190096/jubilee-general-insurance-co-ltd,businesslist_pk,scrapy,insurance-companies,2026-08-29T02:32:35.632586+00:00
Silver Star Insurance Co. Ltd.,insurance companies,,"(92 42) 37324488, 37355614","2nd Floor,Silver Star House,5-Bank Square,P.O.Box 2533, Lahore",https://www.businesslist.pk/company/190105/silver-star-insurance-co-ltd,businesslist_pk,scrapy,insurance-companies,2026-08-29T02:32:36.762698+00:00
Picic Insurance Limited,insurance companies,http://www.picicinsurance.com,"(92 21) 32219555, 32219560, +92-21-32410781","8th Floor,Shaheen Complex,M.R.Kiyani Road, Karachi",https://www.businesslist.pk/company/190100/picic-insurance-limited,businesslist_pk,scrapy,insurance-companies,2026-08-29T02:32:38.422464+00:00
Ultimate BuildMart,renovation,https://ultimatebuildmart.com,923351114455,"55-E/1, Street 6, Jami Commercial, Phase 7, DHA, Karachi, Karachi, Sindh",https://www.businesslist.pk/company/252943/ultimate-buildmart,businesslist_pk,scrapy,renovation,2026-08-29T02:32:39.198117+00:00
Waterproofing.pk,renovation,https://waterproofing.pk/,0334 2266273,"Shop no 04 Data Apartment، Main University Road، behind Rufi Builders، Block 13 C Gulshan-e-Iqbal, Karachi, Karachi City, Sindh 75300, Karachi, Sindh",https://www.businesslist.pk/company/248611/waterproofingpk,businesslist_pk,scrapy,renovation,2026-08-29T02:32:41.267719+00:00
Roofs Cool,renovation,http://roofscool.com,02134658282,"Shumail Phase-II, Metrovile, Karachi, Sindh",https://www.businesslist.pk/company/247436/roofs-cool,businesslist_pk,scrapy,renovation,2026-08-29T02:32:43.320271+00:00
Cube Design Studio,renovation,http://www.cubedesignstudio.org/,"02135899166, +92 331 8911333","Mezzanine Floor, Plot no 14c, Sunset Commercial Street 4, Phase 4, DHA , Karachi, Sindh",https://www.businesslist.pk/company/240611/cube-design-studio,businesslist_pk,scrapy,renovation,2026-08-29T02:32:45.090482+00:00
Decor &amp; Design,renovation,https://www.decorndesigns.com,03212351111,"Office No 02,Al Saif Commercial Center ,Opp Royal Orchard Multan Public School Road Multan., Multan, Punjab",https://www.businesslist.pk/company/248460/decordesign,businesslist_pk,scrapy,renovation,2026-08-29T02:32:47.237293+00:00
Royal Style Renovation,renovation,http://www.royalstylerenovation.com,+923212085812,"Badar Commercial, DHA-5,, Karachi, Sindh",https://www.businesslist.pk/company/254213/royal-style-renovation,businesslist_pk,scrapy,renovation,2026-08-29T02:32:48.781576+00:00
Al Naafay Construction Company Lahore,renovation,http://www.constructioncompanylahore.com,03004192356,"437 J block johar town Lahore, Lahore, Punjab",https://www.businesslist.pk/company/247154/al-naafay-construction-company-lahore,businesslist_pk,scrapy,renovation,2026-08-29T02:32:50.966483+00:00
Deemak Control,renovation,https://demakcontrol.blogspot.com/,03004877721,"office# 208-A, lda flats, n block model town extension, Lahore, Punjab",https://www.businesslist.pk/company/245496/deemak-control,businesslist_pk,scrapy,renovation,2026-08-29T02:32:52.441905+00:00
E-tech,renovation,https://www.facebook.com/etechisb,0512828333," Office No. 2-A, Ground Floor, Potohar Plaza, Blue Area, Islamabad., Islamabad, Islamabad Capital Territory",https://www.businesslist.pk/company/246242/e-tech,businesslist_pk,scrapy,renovation,2026-08-29T02:32:54.057420+00:00
Studio3 Architecture Office Multan,renovation,http://www.studio3.pk,0616222526," Rehman plaza near superior college bosan road, Multan, Punjab",https://www.businesslist.pk/company/243502/halls-n-walls,businesslist_pk,scrapy,renovation,2026-08-29T02:32:55.059749+00:00
