name,category,website,phone,address,maps_url,source,engine,search_query,scraped_at
Wilsonjay Movers and Packers - Relocation Services,logistics,http://wilsonjaymovers.com.ng,08030469626,"108 Market Street, Odunade Bus-Stop, Coker , Lagos, Lagos",https://www.businesslist.com.ng/company/256867/wilsonjay-movers-and-packers-relocation-services,businesslist_ng,scrapy,logistics,2026-08-21T21:11:04.340943+00:00
J.U. Rahama Nigeria Limited,logistics,http://jurahama.com.ng,+234 806 742 2618,"Mile 12, 606 Ikorodu Rd, Ikosi Ketu, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/257082/ju-rahama-nigeria-limited,businesslist_ng,scrapy,logistics,2026-08-21T21:11:06.271560+00:00
Shalom Microfinance Bank,banks credit unions,https://shalommfb.com,+234 700 7425 66632,"Lekki Phase I, Lekki 106104, Lagos, Lekki, Lagos",https://www.businesslist.com.ng/company/271598/shalom-microfinance-bank,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:08.181030+00:00
First City Monument Bank (FCMB),banks credit unions,https://www.fcmb.com,+234 809 291 5374,"Zone 4, 5 Gwani St, Wuse, Abuja 904101, Federal Capital Territory, Abuja, Abuja",https://www.businesslist.com.ng/company/153482/fcmb-plc,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:10.156933+00:00
Planet Capital Limited,banks credit unions,https://planetcapitalltd.com,+234 1 270 2296,"3rd &amp; 4th Floor St Peter’s House, 3 Ajele Street Off Broad St. Lagos, Lagos Island, Lagos",https://www.businesslist.com.ng/company/241467/planet-capital-limited,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:11.443290+00:00
Access Bank,banks credit unions,https://www.accessbankplc.com,+234 2 712 0057,"Plot 64 Adeola Odeku St, Eti-Osa, Lagos 101241, Lagos, Victoria Island, Lagos",https://www.businesslist.com.ng/company/149693/access-bank,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:13.152412+00:00
Alpha Morgan Capital Managers Limited,banks credit unions,https://alphamorgan.com,"+234 4 888 0050, +234 4 888 0080, +234 1 454 2428","1668B Oyin Jolayemi Street, Victoria Island, Lagos",https://www.businesslist.com.ng/company/257241/alpha-morgan-capital-managers-limited,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:14.978560+00:00
Fidelity Bank Plc,banks credit unions,https://www.fidelitybank.ng,"+234 1 270 0534, +234 1 448- 5252, +234 1 271 3487","2, Kofo Abayomi Str, V/I, Lagos, Victoria Island, Lagos",https://www.businesslist.com.ng/company/142701/fidelity-bank-ltd,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:17.141021+00:00
Petra Microfinance Bank Limited.,banks credit unions,https://www.petramfbank.com,+234 1 733 9764,"18, Montgomery Road, Yaba, Lagos, Lagos",https://www.businesslist.com.ng/company/109059/petra-microfinance-bank-limited,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:19.348005+00:00
SmartTeller,banks credit unions,https://www.smartteller.net,+234 907 512 3455,"Awolowo House, Ikeja, Lagos",https://www.businesslist.com.ng/company/259685/smartteller,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:20.886238+00:00
Sabi Microfinance Bank,banks credit unions,https://sabimfb.com,+234 812 292 1862,"69 Ogunlana Dr, Surulere, Lagos 101241, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/271575/sabi-microfinance-bank,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:22.991094+00:00
CapitalMetriQ Swift Bank,banks credit unions,https://www.capitalmetriq.com,+234 809 350 0029," KM50 Lekki - Epe Expy, Maroko, Lagos 106104, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/271338/capitalmetriq-swift-bank,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:25.136480+00:00
Kolobox,banks credit unions,https://kolobox.ng,+234 703 317 3118,"13 Olarenwaju Street, Ikeja, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/269078/kolobox,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:26.015091+00:00
Sterling Bank,banks credit unions,https://sterling.ng,+234 1 263 5843,"Head Office, Sterling Towers (Ground Floor) 20 Marina, Lagos Island, Lagos",https://www.businesslist.com.ng/company/143200/sterling-bank-plc,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:27.822306+00:00
Rand Merchant Bank Nigeria,banks credit unions,https://www.rmb.com.ng,+234 1 4637900," 3rd Floor East Tower, Wings Office Complex, Victoria Island, Lagos, Victoria Island, Lagos",https://www.businesslist.com.ng/company/271232/rand-merchant-bank-nigeria,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:29.683762+00:00
Good Neighbours Microfinance Bank,banks credit unions,https://gnmfb.com,"+234 1 737 9429, +234 1 737 5692","Zone B, Road 5, (G.N Place) Aspamda, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/153498/good-neighbours-microfinance-bank,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:31.728815+00:00
Oxymon Solutions Ltd,banks credit unions,https://www.oxymon.co,+234 904 767 0207,"16A Association Avenue Magodo, Lagos, Lagos",https://www.businesslist.com.ng/company/267782/oxymon-solutions-ltd,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:33.335528+00:00
AB Microfinance Bank,banks credit unions,https://ab-mfbnigeria.com,"+234 902 496 9999, +234 902 496 9778","28 Akintoye Shogunle St, Allen, Ikeja 100271, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/271302/ab-microfinance-bank,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:35.237728+00:00
Geo-Options Realty,banks credit unions,http://www.geooptionsrealty.com/,"+234 818 654 2849, +234 802 794 8895","Plot 5 Jubilee Road,Shangisha,Lagos, Ikeja, Lagos",https://www.businesslist.com.ng/company/263653/geo-options-realty,businesslist_ng,scrapy,banks-credit-unions,2026-08-21T21:11:37.346652+00:00
Pinehill Leasing Limited,insurance companies,https://www.facebook.com/pinehillleasing/,"+234 802 938 8017, +2347046100066","13th Floor, Bookshop House, 50/52 Broad Street, Lagos, Lagos",https://www.businesslist.com.ng/company/98875/pinehill-leasing-limited,businesslist_ng,scrapy,insurance-companies,2026-08-21T21:11:39.375546+00:00
NSIA Insurance,insurance companies,https://nsiainsurance.com,+234 904 841 8896,"3 Elsie Femi Pearse St, Victoria Island, Lagos 106104, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/271519/nsia-insurance,businesslist_ng,scrapy,insurance-companies,2026-08-21T21:11:41.573016+00:00
Leadway Assurance Co. Ltd,insurance companies,https://www.leadway.com,+234 1 270 0700,"121, 123 Funsho Williams Ave, Surulere, Lagos 101283, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/142872/leadway-assurance-co-ltd,businesslist_ng,scrapy,insurance-companies,2026-08-21T21:11:43.190720+00:00
Capital Express Assurance,insurance companies,,+234 806 670 2610,"5B Okigwe Road, Imo, Owerri, Imo",https://www.businesslist.com.ng/company/163838/capital-express-assurance,businesslist_ng,scrapy,insurance-companies,2026-08-21T21:11:45.370748+00:00
Afrinvest West Africa Limited.,insurance companies,https://www.afrinvest.com/,"+234 1 2701680, +234.1.291.6586","27, Gerrard Road, Ikoyi, Lagos, Lagos",https://www.businesslist.com.ng/company/109346/afrinvest-west-africa-limited,businesslist_ng,scrapy,insurance-companies,2026-08-21T21:11:47.552729+00:00
Tangerine Life Insurance Ltd,insurance companies,https://life.tangerine.africa,+234 812 527 5707,"95 Opebi Rd, Opebi, Ikeja 101233, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/269299/tangerine-life,businesslist_ng,scrapy,insurance-companies,2026-08-21T21:11:49.819669+00:00
Tangerine Africa,insurance companies,https://general.tangerine.africa,"+234 1 630 9500, +234 1 888 3322","22, Funso Williams Avenue, Alaka, Surulere, Lagos, Lagos",https://www.businesslist.com.ng/company/269232/tangerine,businesslist_ng,scrapy,insurance-companies,2026-08-21T21:11:51.225771+00:00
Old Mutual Nigeria Life Assurance Company Limited,insurance companies,https://www.oldmutual.com.ng,"+234 1 277 2200, +234 1 277 2210, +234 1 700 5707"," 2nd Floor, Post Square Building, 1-3 Ologun Agbaje St, Victoria Island, Lagos, Victoria Island, Lagos",https://www.businesslist.com.ng/company/235224/old-mutual-nigeria-life-assurance-company-limited,businesslist_ng,scrapy,insurance-companies,2026-08-21T21:11:53.224608+00:00
Nigerian Life &amp; Provident Company Limited,insurance companies,https://nlpc-ng.com,"+234 709 814 1596, +234 813 429 6479","312 Ikorodu Road, Anthony, Lagos, Lagos",https://www.businesslist.com.ng/company/253711/nigerian-lifeprovident-company-limited,businesslist_ng,scrapy,insurance-companies,2026-08-21T21:11:55.302207+00:00
Heirs Life Assurance Limited,insurance companies,https://www.heirsinsurancegroup.com,+234 700 434 7754,"Heirs Towers, Plot 107B Ajose Adeogun St, Victoria Island, Lagos 106104, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/271403/heirs-life-assurance-limited,businesslist_ng,scrapy,insurance-companies,2026-08-21T21:11:57.324127+00:00
AIICO Pension Managers Limited.,insurance companies,https://www.aiicoplc.com,"+234 805 501 1234, +234 806 085 4411","Plot 2, Oba Akran Avenue, Ikeja, Lagos",https://www.businesslist.com.ng/company/109234/aiico-pension-managers-limited,businesslist_ng,scrapy,insurance-companies,2026-08-21T21:11:59.112430+00:00
Ihms Hmo,insurance companies,http://www.ihmsnigeria.com/,"07015842021, +234 812 101 0100","2, Joseph Street, off Broad Street, Lagos, Lagos Island, Lagos",https://www.businesslist.com.ng/company/264644/ihms-hmo,businesslist_ng,scrapy,insurance-companies,2026-08-21T21:12:00.862547+00:00
Prudential Zenith Life Insurance,insurance companies,https://www.prudentialplc.com,+234 1 278 5500,"13th Floor Civic Towers Ozumba Mbadiwe Str. St. 101241 Victoria Island Lagos, 101241, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/269856/prudential-zenith-life-insurance,businesslist_ng,scrapy,insurance-companies,2026-08-21T21:12:02.990727+00:00
Noor Takaful Plc,insurance companies,https://noortakaful.ng,+234 809 944 4448,"170 Gbagada Expy, Gbagada, Lagos, Lagos",https://www.businesslist.com.ng/company/257477/noor-takaful-plc,businesslist_ng,scrapy,insurance-companies,2026-08-21T21:12:04.666442+00:00
Lo Studio Pilates / GYMLAND - Fitness Studio &amp; Kids Center,wellness,https://lostudiong.com,+234 814 689 6616,"4a Ologun Agbaje St, Victoria Island, Lagos, Lagos",https://www.businesslist.com.ng/company/272147/lo-studio-pilatesgymland-fitness-studiokids-center,businesslist_ng,scrapy,wellness,2026-08-21T21:12:06.735168+00:00
FOREVER LIVING PRODUCTS PORT HARCORT DISTRIBUTOR,wellness,https://www.foreverliving.com,"+2349163133617, +2348168122324","PLOT 38, EAST WEST ROAD BY RUMUOKORO, PORT HARCOURT, Port Harcourt, Rivers",https://www.businesslist.com.ng/company/272515/forever-living-products-port-harcort-distributor,businesslist_ng,scrapy,wellness,2026-08-21T21:12:08.329074+00:00
The DEW Centre,wellness,https://www.thedewcentre.com,+234 802 511 9405," 31b Adebayo Doherty Rd, Lekki Phase 1, Lagos 106104, Lagos, Lagos",https://www.businesslist.com.ng/company/272148/the-dew-centre,businesslist_ng,scrapy,wellness,2026-08-21T21:12:10.112624+00:00
Amdoch International,wellness,https://www.mymdoc.com/,"08037633570, +234 810 316 0497","25, Kpalukwu Street, Rivers, Port Harcourt",https://www.businesslist.com.ng/company/203897/amdoch-international,businesslist_ng,scrapy,wellness,2026-08-21T21:12:11.908275+00:00
Akolade Natural Medical Center,wellness,https://akoladeclinic.com.ng,+234 812 125 4267,"5 Oseni Street Ilupeju Onipanu Lagos State Odiolowo, Lagos, Lagos",https://www.businesslist.com.ng/company/272255/akolade-natural-medical-center,businesslist_ng,scrapy,wellness,2026-08-21T21:12:13.884220+00:00
Esteem Royale Cosmetics Ltd,wellness,https://www.esteemroyale.com,"+234 807 7931 629, +234 9 291 4032","1st Floor Zansi Stores, 1st Avenue, Gwarimpa, Abuja, Abuja",https://www.businesslist.com.ng/company/256208/esteem-royale-cosmetics-ltd,businesslist_ng,scrapy,wellness,2026-08-21T21:12:15.113264+00:00
JINJA Herbal Extracts,wellness,,Whatsapp: 08131113464,"Myhoung Barracks Yaba Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/271071/jinja-herbal-extracts,businesslist_ng,scrapy,wellness,2026-08-21T21:12:17.313918+00:00
"Critical Rescue International, Cri",wellness,https://www.crinigeria.com,"01 461 3755, +234 0 700 000 0199","rd 2 VGC shopping complex, lekki-epe expressway, lekki, Lagos, Lagos",https://www.businesslist.com.ng/company/143586/critical-rescue-international-cri,businesslist_ng,scrapy,wellness,2026-08-21T21:12:18.765926+00:00
Bioviva Holistic and Wellness Spa,wellness,https://biovivaspa.ng,+234 901 000 2221," International airport, 9B Adewunmi Abudu St, Int&#039;l Airport Rd, opp. Mopson pharmaceutical, Ajao Estate, Lagos, Lagos",https://www.businesslist.com.ng/company/271924/bioviva-holistic-and-wellness-spa,businesslist_ng,scrapy,wellness,2026-08-21T21:12:21.031251+00:00
Art of Living - The Happiness Center,wellness,https://thehappinesscenter.ng,+234 904 433 2222,"320 Akin Ogunlewe Rd, Victoria Island, Lagos, Lagos",https://www.businesslist.com.ng/company/272141/art-of-living-the-happiness-center,businesslist_ng,scrapy,wellness,2026-08-21T21:12:23.075880+00:00
The Tent Wellness Centre,wellness,https://tentwellness.com.ng,+234 913 000 2226,"13, Okunfolami Street Anthony Village, Lagos, Lagos",https://www.businesslist.com.ng/company/219160/the-tent-wellness-centre,businesslist_ng,scrapy,wellness,2026-08-21T21:12:24.888591+00:00
ZenithKind,wellness,,07035498478,"Rumudara Junction, Port Harcourt, Port Harcourt, Rivers",https://www.businesslist.com.ng/company/271255/zenithkind,businesslist_ng,scrapy,wellness,2026-08-21T21:12:26.804608+00:00
Ophil Wellness Studio,wellness,https://www.ophil.org,+234 903 948 5031,"2nd Floor, Rock of Ages Mall, Suite 302, 8 P.O.W. Mafemi Cres, Utako, Abuja, Abuja",https://www.businesslist.com.ng/company/272144/ophil-wellness-studio,businesslist_ng,scrapy,wellness,2026-08-21T21:12:29.068658+00:00
FOREVER LIVING PRODUCTS UYO BRANCH OFFICE,wellness,https://08183646917.com,"+2348183646917, 08071764887","PLOT 38, ITAM INDUSTRIAL LAYOUT, UYO, AKWA IBOM STATE, Oyo, Akwa Ibom",https://www.businesslist.com.ng/company/272514/forever-living-products-uyo-branch-office,businesslist_ng,scrapy,wellness,2026-08-21T21:12:30.763590+00:00
Wellness Chiropractic Consultants,wellness,https://www.wellnesschiropractic.ng,"+234 812 288 8930,  +234 707 356 0802","473 Ambassador Albert Osakwe House Inner Block Street, Central Business District, Abuja, Abuja",https://www.businesslist.com.ng/company/190235/wellness-chiropractic-spa,businesslist_ng,scrapy,wellness,2026-08-21T21:12:32.460358+00:00
Von Wellness (VoW),wellness,https://www.instagram.com/vonwellness/,+234 816 867 9147,"160 Awolowo Rd, Eti-Osa, Lagos 101233, Lagos, Lagos",https://www.businesslist.com.ng/company/272151/von-wellness-vow,businesslist_ng,scrapy,wellness,2026-08-21T21:12:34.589354+00:00
House of Zen,wellness,https://www.instagram.com/houseofzen.ng,+234 818 771 1111,"17b Musa Yar&#039; Adua St, Victoria Island, Lagos, Lagos",https://www.businesslist.com.ng/company/272153/house-of-zen,businesslist_ng,scrapy,wellness,2026-08-21T21:12:37.240058+00:00
Matiz Enterprise,wellness,https://www.matizenterprise.com,08037154363,"34, Ijesha Road, Ijeshatedo, Surulere, Lagos, Lagos, Lagos",https://www.businesslist.com.ng/company/272472/matiz-enterprise,businesslist_ng,scrapy,wellness,2026-08-21T21:12:38.135017+00:00
Stericon Pharmaceuticals International Limited,pharmacies,http://www.stericon.com.ng,"+234 1 212 0102, +234 1 212 0103, +234 1 212 0104"," 9 S, Close 1, Satellite Town, Lagos, Lagos",https://www.businesslist.com.ng/company/252665/stericon-pharmaceuticals-international-limited,businesslist_ng,scrapy,pharmacies,2026-08-21T21:12:39.574499+00:00
Alpha Pharmacy &amp; Stores Limited,pharmacies,https://alphapharmacy.com.ng,"+234 1 496 1607, +234 1 497 2902, +234 1 811 9747","2B, Alabi Street, Off Toyin Street, Ikeja, Lagos, Lagos",https://www.businesslist.com.ng/company/101832/alpha-pharmacystores-limited,businesslist_ng,scrapy,pharmacies,2026-08-21T21:12:40.817799+00:00
Kunle Ara Pharmacy,pharmacies,https://kunlearashop.com,"+234 805 511 6306, 234 808 575 1111","2, Queen Elizabeth Road, Near Uch, Ibadan, Oyo",https://www.businesslist.com.ng/company/194138/kunle-ara-pharmacy,businesslist_ng,scrapy,pharmacies,2026-08-21T21:12:42.420396+00:00
Cufour Nigeria Limited,pharmacies,http://www.cufour.com,+234 817 725 2582,"Plot 8b Lane C 3rd Avenue, Eliminigwe Housing Estate Phase 2, Elelenwo, Port Harcourt, Rivers",https://www.businesslist.com.ng/company/254646/cufour-nigeria-limited,businesslist_ng,scrapy,pharmacies,2026-08-21T21:12:44.483214+00:00
Slimmex Unibloom International,pharmacies,https://slimmex-unibloom.com,"+234 813 853 5506, +234 814 052 2296","6B Marakesh Street, off Kumasi Crescent, Wuse II Disctrict Abuja, Abuja, Abuja",https://www.businesslist.com.ng/company/271756/slimmex-unibloom-international,businesslist_ng,scrapy,pharmacies,2026-08-21T21:12:46.744002+00:00
Peace Standard Pharmaceutical,pharmacies,https://peacestandardpharma.com,+234 803 389 8351,"Plot 3 and 5, Adewole Industrial estate, lubcon avenue, Ilorin, Ilorin, Kwara",https://www.businesslist.com.ng/company/271778/peace-standard-pharmaceutical,businesslist_ng,scrapy,pharmacies,2026-08-21T21:12:48.477673+00:00
Boluke Pharmacy,pharmacies,https://www.bolukepharmacy.com,+234 803 322 3828,"439 Agege Motor Road, Papa Ashafa, Ikeja 102212, Lagos, Lagos",https://www.businesslist.com.ng/company/193975/boluke-pharmacy,businesslist_ng,scrapy,pharmacies,2026-08-21T21:12:49.952438+00:00
Medsaf,pharmacies,https://www.medsaf.com,+234 816 910 9146,"55 Sir Tony Eromosele St, Parkview Estate, Ikeja 106104, Lagos, Lagos",https://www.businesslist.com.ng/company/272134/medsaf,businesslist_ng,scrapy,pharmacies,2026-08-21T21:12:52.096658+00:00
Mountplus Pharmacy,pharmacies,,"+234 907 068 7143, +234 810 830 0838","Opp Alabunkun Bustop, Ita Alamu. Ilorin Ganmo Road, Ilorin, Kwara",https://www.businesslist.com.ng/company/264682/mountplus-pharmacy,businesslist_ng,scrapy,pharmacies,2026-08-21T21:12:54.159405+00:00
Biogenerics Nigeria,pharmacies,https://www.biogenericsltd.com,+234 705 143 1750,"COMFORT HOUSE, 13 Hughes Ave, Yaba, Lagos, Lagos",https://www.businesslist.com.ng/company/271816/biogenerics-nigeria,businesslist_ng,scrapy,pharmacies,2026-08-21T21:12:56.020811+00:00
CMargs Limited,pharmacies,https://cmargs.com,+234 809 552 2900,"Plot 80, G2/G3 Lokogoma Plaza, Lokogoma, Abuja, Abuja",https://www.businesslist.com.ng/company/253702/cmargs-limited,businesslist_ng,scrapy,pharmacies,2026-08-21T21:12:58.188138+00:00
Primus Pharmacy,pharmacies,https://primuspharmacy.com,+234 816 617 7733,"14 Awoniyi Elemo St, off Osolo way and via Abule Market, Ajao Estate, Lagos, Lagos",https://www.businesslist.com.ng/company/263232/primus-pharmacy,businesslist_ng,scrapy,pharmacies,2026-08-21T21:13:00.084000+00:00
Rocaprosthetics Ortho Care Enterprises,doctors and clinics,,"08029073564, 07031548820","20 owulade Avenue Irawo bus stop Owode Ajegunle off ikorodu road, Lagos, Lagos",https://www.businesslist.com.ng/company/260933/rocaprosthetics-ortho-care-enterprises,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:01.660433+00:00
Total Care Dental Clinic,doctors and clinics,https://www.facebook.com/totalcaredentalng/,"+2348085059961, +2348065529260","111 Airport Road opp mobil filling station by new Eliozu road roundabout, rumuodomaya, Port Harcourt, Rivers",https://www.businesslist.com.ng/company/255523/total-care-dental-clinic,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:03.759181+00:00
Jumay Eye Care Center,doctors and clinics,,07062221958,"Inside Ezem Hospital, 2 Osuji Street off Cherubim junction, Wetheral road, Owerri, Owerri, Imo",https://www.businesslist.com.ng/company/266210/jumay-eye-care-center,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:05.728562+00:00
Gotrack Ltd,doctors and clinics,http://www.gotrackfleet.com,"+234 706 258 3950, +234 806 431 1877, +234 803 847 1835","18, Bayo Oyewale Street, Ago Palace Way, Okota, Lagos, Lagos",https://www.businesslist.com.ng/company/261458/gotrack-ltd,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:07.799790+00:00
Tofunmi Acu Medic Concepts,doctors and clinics,http://tofunmihealthservices.com.ng,08139237920,"30, Ijaba Osuke, Iyana-Iyesi, Ota, Ogun state, Ota, Ogun",https://www.businesslist.com.ng/company/267400/tofunmi-acu-medic-concepts,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:09.626347+00:00
24/7 Emergency Ambulance Services,doctors and clinics,http://www.braingraceambulance.com,"+234 803 557 8766,+234 808 544 6170, +234 703 966 5211","11B, Ben Okagbue Mba Street, Lekki Phase 1, Lagos, Lagos Island, Lagos",https://www.businesslist.com.ng/company/259956/247-emergency-ambulance-services,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:11.334982+00:00
Dr Solution Cottage Hospital Ltd,doctors and clinics,https://www.drsolutionhospital.com,+234 803 956 5922,"HQ: Off #58 Mbodo-Aluu Road, Port Harcourt and 12 Rumuosi-Ozuoba Road, PH., Port Harcourt, Rivers",https://www.businesslist.com.ng/company/256985/dr-solution-cottage-hospital,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:12.968462+00:00
Oaklands Multispecialty Dental Care Clinic Owerri,doctors and clinics,https://www.facebook.com/OaklandsDentals/,+2347036531860,"Eve and kez Plaza, Owerri, Mcc Road, Ikenegbu , Owerri, Imo",https://www.businesslist.com.ng/company/260164/oaklands-multispecialty-dental-care-clinic-owerri,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:15.132324+00:00
Dheeraj Bojwani Consultants,doctors and clinics,http://www.dheerajbojwani.com/,919371136499,"2nd Floor, Yamu Niwas, Narendra Nagar, Railway Under Bridge, nagpur, Argungu, Plateau",https://www.businesslist.com.ng/company/190183/dheeraj-bojwani-consultants,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:16.066199+00:00
Aquila Clinic &amp; Fertility,doctors and clinics,,07057380555,"15a Yauri Street, Garki, Abuja, Abuja, Abuja",https://www.businesslist.com.ng/company/260826/aquila-clinicfertility,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:18.207277+00:00
Njetours Ltd,doctors and clinics,https://njetours.com,+234 708 949 6731,"Suite E329 Ikota Shopping Complex VGC Lekki, Lagos Island, Lagos",https://www.businesslist.com.ng/company/260897/njetours-ltd,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:20.160302+00:00
Edge Medical Center Ltd.,doctors and clinics,http://www.edgemedicalcenter.com,2349039494930,"Plot P14 Isiukwuato Street, PreFab Housing, Uratta West Owerri, Imo 460232, Owerri, Imo",https://www.businesslist.com.ng/company/255990/edge-medical-center-ltd,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:22.262083+00:00
Oam Physiotherapy Services,doctors and clinics,,09042973026,"Adebisi Aje street, Irawo, Ikorodu, Ikorodu, Lagos",https://www.businesslist.com.ng/company/263646/oam-physiotherapy-services,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:24.323154+00:00
Alphine Life Solutions,doctors and clinics,,00912242688484,"701 Trade Center, Ikeja, Lagos",https://www.businesslist.com.ng/company/255925/alphine-life-solutions,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:26.143486+00:00
Charitos BO Hospital,doctors and clinics,https://www.charitosbohospital.com,08141911404,"Plot D22, Aco Estate, Life Camp, Abuja, Abuja, Abuja",https://www.businesslist.com.ng/company/262227/charitos-bo-hospital,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:28.477938+00:00
Green Diagnostics Company Limited,doctors and clinics,https://gdcl.ng/,08025200314,"16c, Uwasota Road, Off Ugbowo-Lagos Rd, Benin City, Edo",https://www.businesslist.com.ng/company/256544/green-diagnostics-company-limited,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:29.911224+00:00
Gloxygen Dental Care,doctors and clinics,https://gloxygen-dental-care.business.site,"07035918976 , 08132804107","Plot 148A , First Avenue , Sector F , FHA , Lugbe , Off Airport Road (Opp. Bread abd More , Bsd FHA Mortgage Bank ), Abuja, Abuja",https://www.businesslist.com.ng/company/263176/gloxygen-dental-care,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:31.946109+00:00
Healthstead Global Limited,doctors and clinics,https://healthsteadng.wordpress.com/,08060680382,"641, Jereton Mariere Road, Apo,Gudu, Abuja (By Jimeta Filling Station, Zone E, Apo), Abuja, Abuja",https://www.businesslist.com.ng/company/259219/healthstead-global-limited,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:34.051137+00:00
KABWORLD Physiotherapy &amp; Co,doctors and clinics,http://www.kabworldphysio.com,2347033309554,"Lagos Island, Mainland and Ikorodu axis , Lagos, Lagos",https://www.businesslist.com.ng/company/257294/kabworld-physiotherapyco-reg,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:35.398369+00:00
"Bet9ja Old Mobile, Log in, App, Shop Bet9ja Old Mobile, Old Bet9ja, Betnaija",doctors and clinics,https://www.bet9ja.com,"+234 1  4405145 , +234 1 2796666, +234-818-000-6245","Bet9ja Tomi&#039;s House, 9 Funsho Williams Avenue, By Fire Service Station, Ojuelegba Bus Stop, Lagos, Lagos",https://www.businesslist.com.ng/company/262086/bet9ja-nigeria-sport-betting-bet9jacom-premier-league-table-mobile-app,businesslist_ng,scrapy,doctors-and-clinics,2026-08-21T21:13:37.282333+00:00
