company_name,category,website,email,all_emails,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at
BMSP Company Limited (Formerly Bangkok MSP),Computer security service,https://www.bmsp.tech/,marketing@bangkokmsp.com,marketing@bangkokmsp.com,+66 2 055 6464,"555/2, Floor B, SSP Tower, Soi Sukhumvit 63, Kwang Klongton Nua, Watthana, Bangkok 10110, Thailand",https://www.linkedin.com/authwall,https://www.facebook.com/BMSPTECH,,4.8,6,,,,IT companies in Bangkok,https://www.google.com/maps/place/BMSP+Company+Limited+%28Formerly+Bangkok+MSP%29/data=!4m7!3m6!1s0x30e29f2937ab67b7:0xd9f2885406769fd6!8m2!3d13.7389104!4d100.5887978!16s%2Fg%2F11pzgxw6wb!19sChIJt2erNymf4jAR1p92BlSI8tk?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T20:55:24.978Z
Purple Software,Software company,https://purple.lk/,info@purple.lk,info@purple.lk,+94 70 577 7071,"31B 10th Ln, Colombo 00300, Sri Lanka",https://www.linkedin.com/company/purple-software/,https://www.facebook.com/purple.software,https://www.instagram.com/purple.software/,5.0,9,,,,software companies in Colombo,https://www.google.com/maps/place/Purple+Software/data=!4m7!3m6!1s0x3ae2597ea355b73b:0x9380a64cddf9decf!8m2!3d6.8982489!4d79.8527612!16s%2Fg%2F11jk8v8t9x!19sChIJO7dVo35Z4joRz9753UymgJM?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T20:56:02.930Z
Visiro Global Solutions (Pvt) Ltd.,Software company,http://visirogs.com/,hello@visirogs.com,hello@visirogs.com,+94 77 713 7957,"21/1 S. De S. Jayasinghe Mawatha, Dehiwala-Mount Lavinia, Sri Lanka",https://www.linkedin.com/company/visiro-global-solutions/,https://www.facebook.com/visirogs/,https://www.instagram.com/visirogs,5.0,11,,,,software companies in Colombo,https://www.google.com/maps/place/Visiro+Global+Solutions+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25b2513cd5855:0x9333504eeb3f7f34!8m2!3d6.8664378!4d79.8787709!16s%2Fg%2F11gyb_66hj!19sChIJVVjNEyVb4joRNH8_605QM5M?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T20:56:02.930Z
Implevista | Software Company,Software company,https://implevista.com/,info@implevista.com,info@implevista.com; sales@implevista.com; bd@implevista.com,+880 1717-760924,"3/11, 1207 Humayun Rd, Dhaka 1207, Bangladesh",,,,4.8,93,,,,software companies in Dhaka,https://www.google.com/maps/place/Implevista+%7C+Software+Company/data=!4m7!3m6!1s0x3755c0af4824a8ed:0x5eace4ab4c80af27!8m2!3d23.7694375!4d90.3665287!16s%2Fg%2F11gbtgyqw9!19sChIJ7agkSK_AVTcRJ6-ATKvkrF4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T20:57:56.848Z
Kelhonic Technology Company,Software company,https://getkelhonic.com/,hello@getkelhonic.com,hello@getkelhonic.com; info@getkelhonic.com; support@getkelhonic.com,+254 768 294036,"Langata Rd, Nairobi, Kenya",,,,4.9,69,,,,software companies in Nairobi,https://www.google.com/maps/place/Kelhonic+Technology+Company/data=!4m7!3m6!1s0x182f1b19d75be5c9:0xba78c98e7e39c095!8m2!3d-1.3263626!4d36.7092158!16s%2Fg%2F11yf8j022l!19sChIJyeVb1xkbLxgRlcA5fo7JeLo?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T20:59:56.202Z
Jovatech Technologies,Software company,https://www.jovatech.co.ke/,softwares@jovatech.co.ke,softwares@jovatech.co.ke; info@jovatech.co.ke; nsoftwares@jovatech.co.ke,+254 105 379207,,https://www.linkedin.com/company/jovatech-technologies/,https://www.facebook.com/profile.php,https://www.instagram.com/jovatechtechnologies,4.9,17,,,,tech startups in Nairobi,https://www.google.com/maps/place/Jovatech+Technologies/data=!4m7!3m6!1s0x4f1e3205299bc805:0xae486331afebd9a5!8m2!3d0.1545604!4d37.9082932!16s%2Fg%2F11yrl9nr6s!19sChIJBcibKQUyHk8RpdnrrzFjSK4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:00:33.282Z
Timesten Technologies,Software company,https://timestentechnologies.co.ke/,info@timestentechnologies.co.ke,info@timestentechnologies.co.ke; timestenkenya@gmail.com,+254 795 155230,,https://www.linkedin.com/company/timestentechnologies,https://www.facebook.com/share/19zZ8gSWYV/,https://www.instagram.com/timestentechnologies,4.8,18,,,,tech startups in Nairobi,https://www.google.com/maps/place/Timesten+Technologies/data=!4m7!3m6!1s0xfc23cb941a053a7:0x2f1b7f047c9c4116!8m2!3d-1.303209!4d36.8473968!16s%2Fg%2F11y_xm9n21!19sChIJp1OgQbk8wg8RFkGcfAR_Gy8?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:00:33.282Z
Netgen Custom Software,Software company,https://www.netgen.co.za/custom-software-built-for-your-business/?utm_source=google&utm_medium=gbp,info@netgen.co.za,info@netgen.co.za,+27 21 110 0272,"Miltons Way, 11 Bell Cres, Westlake, Cape Town, 7945, South Africa",https://za.linkedin.com/company/netgen-software,https://www.facebook.com/NetgenSoftware,https://www.instagram.com/netgensoftware,4.8,17,,,,software companies in Cape Town,https://www.google.com/maps/place/Netgen+Custom+Software/data=!4m7!3m6!1s0x1dcc41e8a8807f23:0xee7f420752c5a56d!8m2!3d-34.0789156!4d18.4359568!16s%2Fg%2F12vr6x9s9!19sChIJI3-AqOhBzB0RbaXFUgdCf-4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:01:10.253Z
Byte Orbit,Software company,http://www.byteorbit.com/,inbox@byteorbit.com,inbox@byteorbit.com,+27 21 492 5184,"2nd Floor, Sable Park, Bridgeways Precinct, Bridgeway, Century City, Cape Town, 7446, South Africa",https://www.linkedin.com/company/byte-orbit/,https://facebook.com/ByteOrbit/,https://www.instagram.com/byte_orbit/,4.6,32,,,,software companies in Cape Town,https://www.google.com/maps/place/Byte+Orbit/data=!4m7!3m6!1s0x1dcc571aa9bca745:0xf401c558f040057b!8m2!3d-33.8965382!4d18.5043845!16s%2Fg%2F1thv27b_!19sChIJRae8qRpXzB0RewVA8FjFAfQ?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:01:10.253Z
Platform45,Software company,https://www.platform45.com/,hi@platform45.com,hi@platform45.com,+27 10 591 0250,"The Bank, 24 Cradock Ave, Fourth floor, Rosebank, Johannesburg, 2196, South Africa",https://www.linkedin.com/company/platform45,https://www.facebook.com/Platform45SA,https://www.instagram.com/platform45/,4.8,18,,,,IT companies in Johannesburg,https://www.google.com/maps/place/Platform45/data=!4m7!3m6!1s0x1e950cb29bf5345f:0xe859d5fb78272576!8m2!3d-26.1454972!4d28.0423628!16s%2Fg%2F11bzvypnck!19sChIJXzT1m7IMlR4RdiUnePvVWeg?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:01:47.341Z
Integrove,Software company,http://www.integrove.com/,contact@integrove.com,contact@integrove.com,+27 87 802 7466,"144 Oxford Rd, Melrose, Johannesburg, 2196, South Africa",https://www.linkedin.com/company/integrove/,https://www.facebook.com/Integrove,,4.9,13,,,,IT companies in Johannesburg,https://www.google.com/maps/place/Integrove/data=!4m7!3m6!1s0x1e950ced250cd561:0xf37929770e88834e!8m2!3d-26.1431906!4d28.0439583!16s%2Fg%2F11c6v4sblg!19sChIJYdUMJe0MlR4RToOIDncpefM?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:01:47.341Z
Pros Technologies,Software company,http://www.prostechnologies.com/,info@prostechnologies.com,info@prostechnologies.com,+233 20 901 0310,"Presbyterian church of Ghana new Life congregation, Mampon Okai Ave, Lapaz, Ghana",https://www.linkedin.com/company/pros-technologies,https://www.facebook.com/ProsTechonologies/,https://www.instagram.com/prostechnologies/,4.8,5,,,,software companies in Accra,https://www.google.com/maps/place/Pros+Technologies/data=!4m7!3m6!1s0xfdf99f837217647:0x71205b47881a5f80!8m2!3d5.609748!4d-0.2505941!16s%2Fg%2F11h_79tq4m!19sChIJR3YhN_iZ3w8RgF8aiEdbIHE?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:02:24.832Z
Globant San Francisco,Software company,https://www.globant.com/,hi@globant.com,hi@globant.com,(786) 841-1898,"875 Howard St, San Francisco, CA 94103",https://www.linkedin.com/company/globant/,https://www.facebook.com/Globant,https://www.instagram.com/globant/,4.5,22,,,,software companies in San Francisco,https://www.google.com/maps/place/Globant+San+Francisco/data=!4m7!3m6!1s0x8085808729c1b7e7:0x8a7b97a08f1e4a40!8m2!3d37.781942!4d-122.4041962!16s%2Fg%2F1hhvmgv24!19sChIJ57fBKYeAhYARQEoej6CXe4o?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:03:41.305Z
Energize IT,Computer support and services,https://energizeit.com/,info@energizeit.com,info@energizeit.com,(408) 785-8715,"2880 Zanker Rd Ste 203, San Jose, CA 95134",https://www.linkedin.com/company/energize-it-solutions-and-services,https://www.facebook.com/EnergizeITServicesSolutions/,,5.0,17,,,,tech startups in Silicon Valley,https://www.google.com/maps/place/Energize+IT/data=!4m7!3m6!1s0x808fc9689517748f:0xde817e7dfc3c86b2!8m2!3d37.3959373!4d-121.9286605!16s%2Fg%2F11c54c3260!19sChIJj3QXlWjJj4ARsoY8_H1-gd4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:04:20.406Z
Pegasus Tech Ventures,Corporate office,http://www.pegasustechventures.com/,contact@pegasusventures.com,contact@pegasusventures.com; example@mysite.com,(408) 645-5532,"2680 N First St #250, San Jose, CA 95134",https://www.linkedin.com/company/pegasus-tech-ventures,,https://www.instagram.com/pegasustechventures/,5.0,4,,,,tech startups in Silicon Valley,https://www.google.com/maps/place/Pegasus+Tech+Ventures/data=!4m7!3m6!1s0x808fc986b0fba7ed:0xba6ebdd2494e3fd6!8m2!3d37.3887483!4d-121.929239!16s%2Fg%2F11h6ys148m!19sChIJ7af7sIbJj4AR1j9OSdK9bro?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:04:20.406Z
Vault Innovation,Software company,http://vaultinnovation.com/,hello@vaultinnovation.com,hello@vaultinnovation.com,(312) 298-9598,"20 N Wacker Dr Ste 1200, Chicago, IL 60606",https://www.linkedin.com/company/vault-innovation/,https://www.facebook.com/vaultinnovation/,https://www.instagram.com/vault_innovation/,5.0,17,,,,IT companies in Chicago,https://www.google.com/maps/place/Vault+Innovation/data=!4m7!3m6!1s0x880e2cb88c2d1c1b:0x6309330f9928d734!8m2!3d41.8825762!4d-87.6374365!16s%2Fg%2F11fx86t6vt!19sChIJGxwtjLgsDogRNNcomQ8zCWM?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:09:05.855Z
All Business Technologies,Computer support and services,https://www.allbusinesstechnologies.com/,accessibility@allbusinesstechnologies.com,accessibility@allbusinesstechnologies.com,(508) 586-1000,"One Boston Place, 201 Washington St Unit 2610, Boston, MA 02108",https://www.linkedin.com/company/all-business-technologies,https://www.facebook.com/allbusinesstechnologies/,https://www.instagram.com/allbusinesstechnologies/,5.0,14,,,,tech startups in Boston,https://www.google.com/maps/place/All+Business+Technologies/data=!4m7!3m6!1s0x89e37cae103684d3:0xf8dc81311317f855!8m2!3d42.358561!4d-71.058306!16s%2Fg%2F1hc3_gv56!19sChIJ04Q2EK5844kRVfgXEzGB3Pg?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:09:45.608Z
"HYCU, Inc.",Software company,https://www.hycu.com/,support@hycu.com,support@hycu.com,(617) 681-9100,"27-43 Wormwood St Ste 650, Boston, MA 02210",https://www.linkedin.com/company/hycu-inc/,https://www.facebook.com/HYCUInc/,https://www.instagram.com/hycu.inc/,5.0,14,,,,tech startups in Boston,"https://www.google.com/maps/place/HYCU,+Inc./data=!4m7!3m6!1s0x89e37086631bedfd:0xc64809326a1b7a55!8m2!3d42.3468933!4d-71.0492692!16s%2Fg%2F11c31nz6_h!19sChIJ_e0bY4Zw44kRVXobajIJSMY?authuser=0&hl=en&rclk=1",google_maps,normal_scraper,alive,70,B,2026-08-01T21:09:45.608Z
DOIT Software,Software company,http://doit.software/,request@doit.software,request@doit.software; contact@doit.software,(929) 999-1825,"6 Liberty Sq #2305, Boston, MA 02109",https://www.linkedin.com/company/doit-software/,https://www.facebook.com/doitua,,5.0,4,,,,tech startups in Boston,https://www.google.com/maps/place/DOIT+Software/data=!4m7!3m6!1s0x89e370869bdb88cf:0xd10754b307bf02c1!8m2!3d42.3581024!4d-71.0552794!16s%2Fg%2F11f57hml7h!19sChIJz4jbm4Zw44kRwQK_B7NUB9E?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:09:45.608Z
Appingine Los Angeles | Mobile App Development Company,Software company,https://www.appingine.com/mobile-app-development-los-angeles?utm_source=organic&utm_medium=gmb&utm_campaign=Los+Angeles,info@appingine.com,info@appingine.com,(800) 453-1297,"4929 Wilshire Blvd, Los Angeles, CA 90010",https://www.linkedin.com/company/appingine1/,https://www.facebook.com/Appingine.official/,https://www.instagram.com/Appingine/,5.0,13,,,,software companies in Los Angeles,https://www.google.com/maps/place/Appingine+Los+Angeles+%7C+Mobile+App+Development+Company/data=!4m7!3m6!1s0x80c2b8e704a51c91:0x2ea4f6a2e2c5bfce!8m2!3d34.062671!4d-118.3393004!16s%2Fg%2F11gd5519l4!19sChIJkRylBOe4woARzr_F4qL2pC4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:10:25.561Z
Los Angeles Software Developers,Software company,http://losangelessoftwaredevelopers.com/,hello@losangelessoftwaredevelopers.com,hello@losangelessoftwaredevelopers.com,(310) 746-5667,"1607 Pacific Ave, Venice, CA 90291",https://www.linkedin.com/company/los-angeles-software-developers,https://www.facebook.com/LosAngelesSoftwareDevelopers,https://www.instagram.com/losangelessoftwaredevelopers/,5.0,7,,,,software companies in Los Angeles,https://www.google.com/maps/place/Los+Angeles+Software+Developers/data=!4m7!3m6!1s0x80c2bbf1b9d82b25:0x14d2a685de4e1da8!8m2!3d33.9875223!4d-118.4723203!16s%2Fg%2F11pf7slw6w!19sChIJJSvYufG7woARqB1O3oWm0hQ?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:10:25.561Z
Software Development UK,Software company,https://www.softwaredevelopment.co.uk/?utm_source=gmb&utm_medium=organic&utm_campaign=Google%20My%20Business,sales@softwaredevelopment.co.uk,sales@softwaredevelopment.co.uk; support@softwaredevelopment.co.uk; partners@softwaredevelopment.co.uk,+44 20 3951 0555,"10 Lower Thames St, London EC3R 6AF, United Kingdom",https://www.linkedin.com/company/software-development-uk,https://www.facebook.com/SoftwareDevUK/,,5.0,4,,,,software companies in London,https://www.google.com/maps/place/Software+Development+UK/data=!4m7!3m6!1s0x487603adbf75fe4b:0x5e959169aa54662d!8m2!3d51.5091862!4d-0.0847566!16s%2Fg%2F11j_31cycy!19sChIJS_51v60DdkgRLWZUqmmRlV4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:11:07.160Z
Turn Up Technologies London - Website Development Company,Software company,https://turnuptechnologies.co/,business@turnuptechnologies.co,business@turnuptechnologies.co,+44 7577 344471,"83 Victoria St, London SW1H 0HW, United Kingdom",https://www.linkedin.com/company/turn-up-tech/,https://www.facebook.com/turnuptechnologies/,https://www.instagram.com/turn_up_technologies/,5.0,7,,,,IT companies in London,https://www.google.com/maps/place/Turn+Up+Technologies+London+-+Website+Development+Company/data=!4m7!3m6!1s0x4876038538611f67:0xfa60c4ae60cfe583!8m2!3d51.4974685!4d-0.1349901!16s%2Fg%2F11ym3m7wqq!19sChIJZx9hOIUDdkgRg-XPYK7EYPo?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:11:45.466Z
AMJ IT Support,Computer support and services,https://www.amj-uk.com/,info@amjit.co.uk,info@amjit.co.uk,+44 20 3689 3605,"17 Beechhill Rd, London SE9 1HJ, United Kingdom",https://uk.linkedin.com/company/amj-it-services,https://www.facebook.com/amjukitsupport,,4.9,18,,,,IT companies in London,https://www.google.com/maps/place/AMJ+IT+Support/data=!4m7!3m6!1s0x47d8a90d9c852e85:0x87529aef1d8b04b0!8m2!3d51.4549137!4d0.0579526!16s%2Fg%2F11_rs65tl!19sChIJhS6FnA2p2EcRsASLHe-aUoc?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:11:45.466Z
Esferasoft Solutions UK - Mobile App & Software Development Company,Software company,https://esferasoft.co.uk/,business@esferasoft.co.uk,business@esferasoft.co.uk; business@esferasoft.com; partners@esferasoft.com,+44 20 8089 9533,"265 - 269 Goswell Rd., London EC1V 7AH, United Kingdom",https://www.linkedin.com/company/esferasoft-solutions-pvt-ltd/,https://www.facebook.com/esferasoftsolutionspvtltd,https://www.instagram.com/esferasoft_solutions,5.0,1,,,,IT companies in London,https://www.google.com/maps/place/Esferasoft+Solutions+UK+-+Mobile+App+%26+Software+Development+Company/data=!4m7!3m6!1s0x48761b43fb144a4f:0x4a3e3031228a2ff3!8m2!3d51.5300266!4d-0.1031391!16s%2Fg%2F11yvpwdhz_!19sChIJT0oU-0MbdkgR8y-KIjEwPko?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:11:45.466Z
MVP Factory,Software company,https://mvpfactory.co/,contact@mvpfactory.co,contact@mvpfactory.co; presse@mvpfactory.co,,"Prinzenstraße 34, 10969 Berlin, Germany",https://www.linkedin.com/company/mvpfactory.co/,,,4.8,10,50 - 249,Undisclosed,"$50,000+",software companies in Berlin,https://www.google.com/maps/place/MVP+Factory/data=!4m7!3m6!1s0x47a85207ca931717:0x6842350e2c3cf976!8m2!3d52.5024891!4d13.4100231!16s%2Fg%2F11d_tvgqsb!19sChIJFxeTygdSqEcRdvk8LA41Qmg?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:14:16.143Z
Majestic Software,Computer software store,https://www.majestic-ib.com/,support@majestic-ib.com,support@majestic-ib.com,+49 34203 449300,"Pappelallee 64, 10437 Berlin, Germany",https://www.linkedin.com/company/majestic-rechnungsprogramm/,https://www.facebook.com/majesticRechnungsprogramm,https://www.instagram.com/majestic.software/,5.0,11,,,,software companies in Berlin,https://www.google.com/maps/place/Majestic+Software/data=!4m7!3m6!1s0x47a8531fbaea37b7:0xb8c1af495488bece!8m2!3d52.54558!4d13.4168714!16s%2Fg%2F11zcgrlk35!19sChIJtzfquh9TqEcRzr6IVEmvwbg?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:14:16.143Z
ConSol Software GmbH,Software company,https://www.consol.de/,info@consol.de,info@consol.de,+49 89 45841100,"St.-Cajetan-Straße 43, 81669 München, Germany",https://www.linkedin.com/company/consol-software-gmbh,,https://www.instagram.com/consol_de/,4.8,13,,,,software development companies in Munich,https://www.google.com/maps/place/ConSol+Software+GmbH/data=!4m7!3m6!1s0x479ddf7a30281da7:0xc9ac267728b8fe6b!8m2!3d48.120484!4d11.6025288!16s%2Fg%2F1vp72rz4!19sChIJpx0oMHrfnUcRa_64KHcmrMk?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:15:30.731Z
iSYS Software GmbH,Software company,http://www.isys.de/,info@isys.de,info@isys.de,+49 89 4623280,"Grillparzerstraße 10, 81675 München-Au-Haidhausen, Germany",https://de.linkedin.com/company/isys-software-gmbh,https://www.facebook.com/isyssoftwaregmbh,https://www.instagram.com/isyssoftware/,5.0,5,,,,software development companies in Munich,https://www.google.com/maps/place/iSYS+Software+GmbH/data=!4m7!3m6!1s0x479e757945ef96ad:0xb93c85a7d23d6cf4!8m2!3d48.1344677!4d11.6117215!16s%2Fg%2F1tj20jht!19sChIJrZbvRXl1nkcR9Gw90qeFPLk?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:15:30.731Z
Sytac Dev Hub,Software company,http://www.sytac.io/,info@sytac.io,info@sytac.io,+31 23 532 0932,"Willemsstraat 21, 1015 HW Amsterdam, Netherlands",https://www.linkedin.com/company/sytac/,,https://www.instagram.com/sytac/,5.0,13,,,,IT companies in Amsterdam,https://www.google.com/maps/place/Sytac+Dev+Hub/data=!4m7!3m6!1s0x47c609176f504ac5:0xc4c2c59d985e4788!8m2!3d52.381368!4d4.885982!16s%2Fg%2F11rq8qky5v!19sChIJxUpQbxcJxkcRiEdemJ3FwsQ?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:16:52.054Z
Webzian Digital Services | Top Software Development Company in Canada | IT Company,Software company,https://webzian.com/,info@webzian.com,info@webzian.com,+1 905-809-9603,"185 Bridgeland Ave, North York, ON M6A 2V1, Canada",https://www.linkedin.com/company/webzian,https://www.facebook.com/webziandigitalservices,,4.9,8,,,,software companies in Toronto,https://www.google.com/maps/place/Webzian+Digital+Services+%7C+Top+Software+Development+Company+in+Canada+%7C+IT+Company/data=!4m7!3m6!1s0x882b33cbb0f597e5:0x55269f9c123fa28f!8m2!3d43.7237342!4d-79.4659137!16s%2Fg%2F11rrp2krkw!19sChIJ5Zf1sMszK4gRj6I_EpyfJlU?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:17:30.549Z
Eventbase Technology,Software company,http://eventbase.com/,info@eventbase.com,info@eventbase.com,+1 604-568-2988,"1224 Hamilton St, Vancouver, BC V6B 2S8, Canada",https://www.linkedin.com/company/eventbase/,https://www.facebook.com/EventbaseTech,https://www.instagram.com/eventbasetech,4.7,19,,,,tech startups in Vancouver,https://www.google.com/maps/place/Eventbase+Technology/data=!4m7!3m6!1s0x548673d6db12f635:0xc17a0d213d229d74!8m2!3d49.2745629!4d-123.1230039!16s%2Fg%2F11b6pf59zj!19sChIJNfYS29ZzhlQRdJ0iPSENesE?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:18:10.328Z
Fresche Solutions,Software company,http://www.freschesolutions.com/,info@freschesolutions.com,info@freschesolutions.com,+1 514-747-7007,"995 Rue Wellington Suite #220, Montréal, QC H3C 1V3, Canada",https://www.linkedin.com/company/fresche-solutions,https://www.facebook.com/FrescheSolutions/,,4.7,18,,,,software companies in Montreal,https://www.google.com/maps/place/Fresche+Solutions/data=!4m7!3m6!1s0x4cc91a8aabffacf3:0xff4c34aa91a3cd1!8m2!3d45.494425!4d-73.5569004!16s%2Fg%2F1yh7_rbc2!19sChIJ86z_q4oayUwR0TwaqUrD9A8?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:18:48.436Z
Software Co,Software company,https://www.softwareco.com/,design@epoka.com,design@epoka.com,+61 1300 585 888,"300 Barangaroo Ave, Barangaroo NSW 2000, Australia",https://www.linkedin.com/company/software-co/,https://www.facebook.com/softwarecoinc,https://www.instagram.com/softwareco/,5.0,9,,,,software companies in Sydney,https://www.google.com/maps/place/Software+Co/data=!4m7!3m6!1s0x6b12afc91aaa3131:0xc07aea7a856250b4!8m2!3d-33.8651342!4d151.2021367!16s%2Fg%2F11hzt9g5v0!19sChIJMTGqGsmvEmsRtFBihXrqesA?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:19:25.878Z
Noorix - Custom Software and App Developers,Software company,https://www.noorix.com.au/,contact@noorix.com,contact@noorix.com,+61 413 145 253,"level 2/11 York St, Sydney NSW 2000, Australia",https://www.linkedin.com/company/noorix-digital-solutions,https://www.facebook.com/noorixdigital,,5.0,15,,,,software companies in Sydney,https://www.google.com/maps/place/Noorix+-+Custom+Software+and+App+Developers/data=!4m7!3m6!1s0x6b12af36aba823e1:0x5c2454f8010f6edc!8m2!3d-33.865294!4d151.2053033!16s%2Fg%2F11fpl8m85z!19sChIJ4SOoqzavEmsR3G4PAfhUJFw?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:19:25.878Z
xenabler,Software company,https://xenabler.digital/,contact@xenabler.digital,contact@xenabler.digital,+61 433 486 433,"Ste 3331, Level 25/300 Barangaroo Ave, Barangaroo NSW 2000, Australia",https://www.linkedin.com/company/xenabler,https://www.facebook.com/xEnabler,https://www.instagram.com/xenabler.digital/,5.0,10,,,,software companies in Sydney,https://www.google.com/maps/place/xenabler/data=!4m7!3m6!1s0x6b12a1473b67254f:0xfdfdbff51c32ca6f!8m2!3d-33.864938!4d151.2023298!16s%2Fg%2F11j_v9qw4y!19sChIJTyVnO0ehEmsRb8oyHPW__f0?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:19:25.878Z
Ember Software,Software company,https://embersoftware.com.au/,gaj@embersoftware.com.au,gaj@embersoftware.com.au,+61 3 8568 3691,"Level 10/555 Lonsdale St, Melbourne VIC 3000, Australia",https://www.linkedin.com/company/ember-software/,https://www.facebook.com/Ember-Software-351680635589216,,5.0,5,,,,software development companies in Melbourne,https://www.google.com/maps/place/Ember+Software/data=!4m7!3m6!1s0x6ad65de2e8486859:0x8348449bb5ff8384!8m2!3d-37.8143717!4d144.9561072!16s%2Fg%2F11fjzf44dp!19sChIJWWhI6OJd1moRhIP_tZtESIM?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:20:05.394Z
Jaarvis Technologies - IT Software Development Company,Software company,https://jaarvis.com.au/,info@jaarvis.com,info@jaarvis.com,+61 3 9582 4401,"Suite 1, Level 10/436 Queens Ln, Melbourne VIC 3004, Australia",https://www.linkedin.com/company/jaarvis/,https://www.facebook.com/jaarvislabs/,https://www.instagram.com/jaarvis2022/,5.0,17,,,,software development companies in Melbourne,https://www.google.com/maps/place/Jaarvis+Technologies+-+IT+Software+Development+Company/data=!4m7!3m6!1s0x6ad66915bd32ead3:0x42a8312582b7bce4!8m2!3d-37.8380764!4d144.9751254!16s%2Fg%2F11rcy99t9v!19sChIJ0-oyvRVp1moR5Ly3giUxqEI?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,alive,70,B,2026-08-01T21:20:05.394Z
DataArt,software developer,https://www.dataart.com/,sales@dataart.com,sales@dataart.com; new-york@dataart.com; orlando@dataart.com,,"USA, UK, Germany+1",,,,5.0,3,1000+,$51 - $100,$50001 - $100000,app-development,https://www.topdevelopers.co/profile/dataart,topdevelopers,normal_scraper,alive,70,B,2026-08-01T21:29:13.863Z
End Point,software developer,https://www.endpointdev.com/,ask@endpointdev.com,ask@endpointdev.com; security@endpointdev.com,,$5001 - $10000,https://www.linkedin.com/company/end-point-corporation,,https://instagram.com/endpointcorporation,5.0,2,,51 to 250,$151 - $200,software-development,https://www.topdevelopers.co/profile/end-point,topdevelopers,normal_scraper,alive,70,B,2026-08-01T21:29:25.576Z
Ksolves India Limited,software developer,https://www.ksolves.com/,contact@ksolves.com,contact@ksolves.com; sales@ksolves.com,,$5001 - $10000,https://linkedin.com/feed/update/urn:li:activity:7308496467579592704,https://www.facebook.com/people/Ksolves/100063995947513/,https://www.instagram.com/_ksolves/,5.0,2,,251 to 1000,$26 - $50,software-development,https://www.topdevelopers.co/profile/ksolves,topdevelopers,normal_scraper,alive,70,B,2026-08-01T21:29:25.576Z
