company_name,category,website,email,all_emails,contact_name,contact_title,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at,first_seen_at,last_seen_at,industry,tags,sub_industries,employee_count,firm_size_band,is_enterprise,tag_confidence,tag_source,region
St Simeon Hotel,hotel,https://www.stsimeon.com/,bookings@stsimeon.com,bookings@stsimeon.com,,,+44 20 7373 0505,"38, Harrington Gardens, London",,,,,,,,,general/London,https://www.openstreetmap.org/way/841130299,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
ACA Law,lawyer,https://www.acalaw.co.uk/,lawyers@acalaw.co.uk,lawyers@acalaw.co.uk,,,+44 20 7485 6677,"168-172, Kentish Town Road, London",,,,,,,,,general/London,https://www.openstreetmap.org/way/845842072,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
L&P Chartered Certified Accountants,accountant,https://www.landpaccountants.co.uk/,info@landpaccountants.co.uk,info@landpaccountants.co.uk,,,+44 20 7284 4574;+44 7703 103487,"73, Kentish Town Road, London, NW1 8NY",,,,,,,,,general/London,https://www.openstreetmap.org/way/845858078,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Well Street Kitchen,cafe,https://www.wellstreetkitchen.com/,info@wellstreetkitchen.com,info@wellstreetkitchen.com,,,+44 20 8533 6275,"203, Well Street, London, E9 6QU",,,,,,,,,general/London,https://www.openstreetmap.org/way/848218169,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Pivaz,restaurant,https://pivaz.co.uk/,management@pivaz.co.uk,management@pivaz.co.uk,,,+44 20 8985 2599,"34, Chatsworth Road, London, E5 0LP",,,,,,,,,general/London,https://www.openstreetmap.org/way/849373847,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Hillman Legal Partnerships,lawyer,https://www.hillmanlegal.co.uk,info@hillmanlegal.co.uk,info@hillmanlegal.co.uk,,,+44 2083 403 102,"91, Weston Park, London, N8 9PR",,,,,,,,,general/London,https://www.openstreetmap.org/way/851695088,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.8999999999999999,rules,europe
Pink Olives,restaurant,https://pinkolives.co.uk,pink.olives5@gmail.com,pink.olives5@gmail.com,,,+441689870930,"72, Sayes Court Road, Orpington, BR5 2PQ",,,,,,,,,general/London,https://www.openstreetmap.org/way/863415630,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Aster House,hotel,https://asterhouse.com/,reservations@asterhouse.com,reservations@asterhouse.com,,,+44 20 7581 5888,"3, Sumner Place, London, SW7 3EE",,,,,,,,,general/London,https://www.openstreetmap.org/way/869772995,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Staycity,hotel,https://www.staycity.com/london/dalston,londondalston.info@staycity.com,londondalston.info@staycity.com,,,+44 20 8469 9992,"130, Kingsland High Street, London, E8 2NS",,,,,,,,,general/London,https://www.openstreetmap.org/way/870994026,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Brinkley's,restaurant,https://www.brinkleys.com/,info@brinkleys.com,info@brinkleys.com,,,+44 20 7351 1683,"47, Hollywood Road, London",,,,,,,,,general/London,https://www.openstreetmap.org/way/876410220,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Red Lobster,restaurant,https://redlobster.uk/,info@redlobster.uk,info@redlobster.uk,,,+44 20 3340 6485,"154, Uxbridge Road, London, W13 8SB",,,,,,,,,general/London,https://www.openstreetmap.org/way/907537381,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Ciao Pizza,restaurant,https://ciao-pizza.co.uk/,info@ciao-pizza.co.uk,info@ciao-pizza.co.uk,,,+44 2084626767,"68, Station Approach, Bromley, BR2 7EJ",,,,,,,,,general/London,https://www.openstreetmap.org/way/912410776,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Grounded,cafe,https://www.groundedsocial.co.uk/,info@groundedsocial.co.uk,info@groundedsocial.co.uk,,,+44 20 3096 0252,"8, Station Approach, Bromley, BR2 7EH",,,,,,,,,general/London,https://www.openstreetmap.org/way/912419581,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Brook Hotel,hotel,https://www.thebrookhotel.co.uk/,info@thebrookhotel.co.uk,info@thebrookhotel.co.uk,,,+44 20 8743 2000,"52-54, Stamford Brook Road, London",,,,,,,,,general/London,https://www.openstreetmap.org/way/955359650,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Sapphire Hotel,hotel,https://www.sapphirehotellondon.co.uk/,info@sapphirehotellondon.co.uk,info@sapphirehotellondon.co.uk,,,+44 20 7603 0707,"31, Shepherds Bush Road, London",,,,,,,,,general/London,https://www.openstreetmap.org/way/979942529,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Plaza Hotel,hotel,http://www.plazahotellondon.co.uk/default.htm,plazalondon@gmail.com,plazalondon@gmail.com,,,+44 20 7602 3218,"53, Shepherds Bush Road, London, W6 7LU",,,,,,,,,general/London,https://www.openstreetmap.org/way/979942536,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Star Hotel,hotel,https://www.starhotellondon.co.uk/,info@starhotellondon.co.uk,info@starhotellondon.co.uk,,,+44 20 7603 2755,"97-99, Shepherds Bush Road, London",,,,,,,,,general/London,https://www.openstreetmap.org/way/988675419,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
北京 Beijing Dumpling,restaurant,http://www.beijingdumpling.co.uk,mail@beijingdumpling.co.uk,mail@beijingdumpling.co.uk,,,+44 20 7287 6888,"23, Lisle Street, London, WC2H 7BA",,,,,,,,,general/London,https://www.openstreetmap.org/way/995869086,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Hong Kong Buffet,restaurant,https://hongkongbuffet.org.uk,bookings@hongkongbuffet.org.uk,bookings@hongkongbuffet.org.uk,,,+44 20 7434 4127,"16, Lisle Street, London, WC2H 7BE",,,,,,,,,general/London,https://www.openstreetmap.org/way/995869096,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Tao Tao Ju,restaurant,https://www.taotaoju.co.uk/,info.taotaoju@gmail.com,info.taotaoju@gmail.com,,,+44 20 7367 0083,"15, Lisle Street, London, WC2H 7BE",,,,,,,,,general/London,https://www.openstreetmap.org/way/995869097,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Steak and Company,restaurant,https://www.steakandcompany.co.uk/,info@steakandcompany.co.uk,info@steakandcompany.co.uk,,,,"3-5, Irving Street, London, WC2H 0HA",http://linkedin.com/company/steak-and-company,https://facebook.com/SteakAndCo,https://instagram.com/SteakAndCo,,,,,,general/London,https://www.openstreetmap.org/way/995954601,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
The W14 Kensington,hotel,https://www.thew14hotel.co.uk/,reservations@thew14hotel.co.uk,reservations@thew14hotel.co.uk,,,+44 20 7602 6600,"16-22, Gunterstone Road, London, W14 9BU",,,,,,,,,general/London,https://www.openstreetmap.org/way/998778081,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Seraphine Hammersmith Hotel,hotel,https://www.seraphinehammersmith.co.uk/,hammersmith@seraphinehotel.co.uk,hammersmith@seraphinehotel.co.uk,,,,"84-94, King Street, London",https://www.linkedin.com/posts/seraphine-hammersmith-sure-hotel-collection-by-best-western_staffappreciation-milestoneachievement-activity-7133810252482797568-HKNw,https://www.facebook.com/Seraphine-Hotel-323445806965/,https://www.instagram.com/p/Csn8-1bI2K5/,,,,,,general/London,https://www.openstreetmap.org/way/1002641781,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Brew Street Cafe & Bar at Timber Lodge,cafe,https://www.fivestarcaterers.co.uk/,info@fivestarcaterers.co.uk,info@fivestarcaterers.co.uk,,,,"Honour Lea Avenue, London, E20 1DY",https://www.linkedin.com/company/fivestar-catering-ltd,https://www.facebook.com/fivestarcater,https://www.instagram.com/thefscgroup,,,,,,general/London,https://www.openstreetmap.org/way/1014017827,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Ahaa Dosa,restaurant,https://www.ahaadosa.co.uk/,info@ahaadosa.co.uk,info@ahaadosa.co.uk,,,+44 20 8572 4413,"68, Staines Road, Hounslow, TW3 3LF",,,,,,,,,general/London,https://www.openstreetmap.org/way/1039080280,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Hiro Hiro Nails,beauty,https://www.hirohironail.co.uk/,hironailandbeauty@gmail.com,hironailandbeauty@gmail.com,,,+44 7926 666868,"14, Crown Road, Twickenham, TW1 3EE",,,,,,,,,general/London,https://www.openstreetmap.org/way/1058683742,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,beauty-wellness,beauty-wellness,,,,false,0.7,rules,europe
Adam Bernard Solicitors,lawyer,https://adambernards.co.uk/,info@adambernards.co.uk,info@adambernards.co.uk,,,,"25, Barking Road, London, E6 1PW",https://www.linkedin.com/company/adam-bernard-solicitors/,https://www.facebook.com/AdamBernardSolicitors,https://www.instagram.com/adambernardsolicitors,,,,,,general/London,https://www.openstreetmap.org/way/1126562863,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Oakwood Bed and Breakfast Heathrow,hotel,https://www.oakwoodbedandbreakfast-heathrow.com/,oakwood121@gmail.com,oakwood121@gmail.com,,,+441895466554,"119a-123, Station Road, West Drayton, UB7 7ND",,,,,,,,,general/London,https://www.openstreetmap.org/way/1344558048,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Byward Kitchen and Bar,restaurant,https://www.bywardkitchenandbar.com/,hello@bywardkitchenandbar.com,hello@bywardkitchenandbar.com,,,+44 20 7481 3533,"Byward Street, London, EC3R 5BJ",,,,,,,,,general/London,https://www.openstreetmap.org/way/1389041378,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Le Sorelle,hotel,https://www.lesorelleriverbarge.com,reservations-lesorelle@outlook.com,reservations-lesorelle@outlook.com,,,,"1, Thames Quay, London, E14 9SG",https://www.linkedin.com/,,https://www.instagram.com/le_sorelle_river_barge/,,,,,,general/London,https://www.openstreetmap.org/way/1493907455,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
White Rose,restaurant,https://whiteroserestaurant.com/,info@whiteroserestaurant.com,info@whiteroserestaurant.com,,,+44 20 8808 2442,"864, High Road, London, N17 0EY",,,,,,,,,general/London,https://www.openstreetmap.org/way/1531262927,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Brown's Hotel,hotel,https://www.roccofortehotels.com/hotels-and-resorts/browns-hotel/,enquiries@roccofortehotels.com,enquiries@roccofortehotels.com,,,,"30, Albemarle Street, London, W1S 4BP",https://uk.linkedin.com/company/rocco-forte-hotels2,https://www.facebook.com/RoccoForteHotels/,https://www.instagram.com/roccofortehotels/,,,,,,general/London,https://www.openstreetmap.org/relation/2834617,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.8999999999999999,rules,europe
Hotel 261,hotel,https://hotel261.com/,reception@hotel261.com,reception@hotel261.com,,,+44 20 8743 4411,"261-263, Uxbridge Road, London, W12 9DS",,,,,,,,,general/London,https://www.openstreetmap.org/relation/12822088,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
The Peninsula London,hotel,https://peninsula.com,pln@peninsula.com,pln@peninsula.com,,,+44 20 3959 2888,"1, Grosvenor Place, London, SW1X 7HJ",,,,,,,,,general/London,https://www.openstreetmap.org/relation/20346143,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
La Villa,restaurant,http://www.lavilla.sg/,lavilla@lavilla.sg,lavilla@lavilla.sg,,,+65 6836 5286,"341, River Valley Road, 238372",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/938233423,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
osia,restaurant,https://www.rwsentosa.com/en/restaurants/signature-restaurants/osia-steak-and-seafood-grill,attractions@rwsentosa.com,attractions@rwsentosa.com; hotels@rwsentosa.com; dining@rwsentosa.com; osia@rwsentosa.com,,,,,http://www.linkedin.com/company/resorts-world-sentosa,https://www.facebook.com/ResortsWorldatSentosa,https://www.instagram.com/rwsentosa/,,,,,,general/Singapore,https://www.openstreetmap.org/node/3098283747,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Wonderful Durian,restaurant,http://www.wonderfuldurian.com.sg/,sales@wonderfuldurian.com.sg,sales@wonderfuldurian.com.sg,,,+65 6747 0191,"15, Trengganu Street, Singapore, 058469",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3756821376,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Jing Hua Xiao Chi,restaurant,https://jinghua.sg/,jh_01@threebond.com.sg,jh_01@threebond.com.sg,,,+65 6221 3060,"21, Neil Road, Singapore",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3756829980,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Taratata Bistrot,restaurant,https://taratata.sg/,taratata@taratata.sg,taratata@taratata.sg,,,+65 6221 4506,"35A, Keong Saik Road, Singapore, 089142",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3756864120,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Buyan Russian Haute Cuisine & Caviar Bar,restaurant,http://buyan.sg/,info@buyan.sg,info@buyan.sg,,,+65 6223 7008,"9, Duxton Hill, Singapore, 089676",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3756869635,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Sabio Tapas Bar & Restaurant,restaurant,https://www.sabio.sg/,info@sabio.sg,info@sabio.sg,,,+65 6690 7562,"5, Duxton Hill, Singapore, 089591",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3756869637,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Yummy Viet,restaurant,http://www.yummyviet.com.sg/,enquiry@yummyviet.com.sg,enquiry@yummyviet.com.sg,,,+65 6222 5191,"28, Smith Street, Singapore, 058942",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3756878283,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
The Singapore Heritage Restaurant,restaurant,http://shrsingapore.com/,allison@shrsingapore.com,allison@shrsingapore.com,,,+65 9729 1338,"46, Pagoda Street, Singapore, 059205",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3756881149,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Vanilla Bar and Cafe,cafe,http://www.vanillacafe.com.sg/,info@vanillacafe.com.sg,info@vanillacafe.com.sg,,,+65 6423 0366,"3, Boon Tat Street, Singapore, 069612",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3756924879,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
"Charlie's Tapas, Grill & Bar",restaurant,http://www.charlies.com.sg/,webmaster@charlies.com.sg,webmaster@charlies.com.sg,,,+65 6534 0032,"32, Boat Quay, Singapore, 049821",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3756952868,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Indian House,restaurant,http://www.indianhouse.com.sg/,cuisineindianhouse@gmail.com,cuisineindianhouse@gmail.com,,,+65 6438 4971,"49, Boat Quay, Singapore, 049838",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3756960624,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Urban Bites,restaurant,https://urbanbites.com.sg/,admin@urbanbites.com.sg,admin@urbanbites.com.sg,,,+65 6327 9460,"161, Telok Ayer Street, Singapore, 068615",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3758967901,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Wang Dae Bok Korean BBQ Restaurant,restaurant,http://www.wangdaebak.com.sg/,wangdaebak@gmail.com,wangdaebak@gmail.com,,,+65 6225 2646,"98, Amoy Street, Singapore, 069918",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3759020881,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Izy,restaurant,http://izy.com.sg/,27@izy.com.sg,27@izy.com.sg,,,+65 9678 0027,"27, Club Street, Singapore, 069413",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3759044161,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Los Primos,restaurant,https://www.losprimos.com.sg/,enquiry@losprimos.com.sg,enquiry@losprimos.com.sg,,,+65 6423 1773,"81, Club Street, Singapore, 069449",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3759044162,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
:pluck,restaurant,https://ohpluck.com/,hello@ohpluck.com,hello@ohpluck.com,,,+65 6225 8286,"90, Club Street, Singapore, 069548",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3759058308,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Casa Tartufo,restaurant,http://www.casatartufo.com/,restaurant@casatartufo.com,restaurant@casatartufo.com,,,+65 6836 4647,"1, Erskine Road, Singapore",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3759076849,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Lolla,restaurant,https://www.lolla.com.sg/,info@lolla.com.sg,info@lolla.com.sg,,,+65 6423 1228,"22, Ann Siang Road, Singapore, 069702",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3759076850,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Yakiniku Don-Don,restaurant,http://www.genki-factory.com/shoplist/don/,xxxxxx@gmail.com,xxxxxx@gmail.com,,,+65 62210841,"90, Tanjong Pagar Road, Singapore, 088511",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3759789270,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail; manufacturing-industrial,manufacturing-industrial,,,false,0.6,rules,southeast-asia
Teppan Happou Kenji,restaurant,https://teppankappoukenji.sg/,rsvp@teppankappoukenji.sg,rsvp@teppankappoukenji.sg,,,+65 91523118,"99, Tanjong Pagar Road, Singapore",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3759833526,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Kanda Wadatsumi,restaurant,http://www.kanda-wadatsumi.sg/,reservation@kanda-wadatsumi.sg,reservation@kanda-wadatsumi.sg,,,+65 6221 6264,"50, Tras Street, Singapore, 078989",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3759866018,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Pince and Pints,restaurant,https://pinceandpints.com/,info@pinceandpints.com,info@pinceandpints.com,,,+65 6225 7558,"32, Duxton Road, Singapore, 089496",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/3759870900,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Hotel 1888 Collection,hotel,http://www.hotel1888.com.sg/,reservation@hotel1888.com.sg,reservation@hotel1888.com.sg,,,+65 69101888,"20, Trengganu Street, Singapore, 058479",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/4302905844,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
The Snooze Hotel,hotel,https://snooze-inn.com/,contact@snooze-inn.com,contact@snooze-inn.com,,,+65 6665 5511,"400, East Coast Road, Singapore, 428996",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/4302905857,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Backpackers@sg,hotel,https://www.bpsg.com.sg/,booking@bpsg.com.sg,booking@bpsg.com.sg,,,+65 66832924,"111J, King George's Avenue, Singapore, 208559",,,,,,,,,general/Singapore,https://www.openstreetmap.org/node/4302905907,openstreetmap,normal_scraper,unknown,31,D,2026-08-25T19:46:59.113Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
